id,duration,call_date
150,135,2025-01-02 22:21:22
151,72,2025-01-02 23:16:44
152,118,2025-01-06 00:03:58
153,42,2025-01-01 12:14:18
154,18,2025-01-01 04:30:34
155,120,2025-01-01 11:42:15
156,13,2025-01-05 11:54:02
157,31,2025-01-06 22:12:01
158,83,2025-01-02 10:50:13
159,65,2025-01-06 03:10:21
160,53,2025-01-03 06:46:47
161,166,2025-01-06 00:04:24
162,125,2025-01-05 20:22:57
163,9,2025-01-02 12:36:12
164,71,2025-01-02 11:37:04
165,129,2025-01-03 05:15:44
166,57,2025-01-02 23:13:21
167,12,2025-01-06 18:33:15
168,1,2025-01-01 13:21:52
169,38,2025-01-02 05:53:41
170,114,2025-01-04 00:27:39
171,159,2025-01-05 13:20:38
172,171,2025-01-02 04:05:59
173,75,2025-01-05 11:57:42
174,127,2025-01-05 01:13:25
175,129,2025-01-03 20:46:00
176,8,2025-01-01 10:54:20
177,142,2025-01-01 02:02:53
178,132,2025-01-04 23:24:44
179,6,2025-01-04 21:44:02
180,49,2025-01-01 08:35:14
181,67,2025-01-05 03:07:41
182,16,2025-01-01 08:53:11
183,146,2025-01-01 12:41:21
184,125,2025-01-04 06:26:43
185,11,2025-01-01 22:32:55
186,64,2025-01-03 01:37:22
187,124,2025-01-01 10:59:33
188,54,2025-01-04 11:36:18
189,18,2025-01-01 23:39:23
190,43,2025-01-01 00:51:45
191,109,2025-01-03 01:52:17
192,47,2025-01-05 15:04:12
193,6,2025-01-06 16:09:01
194,113,2025-01-02 13:36:11
195,84,2025-01-04 16:59:02
196,53,2025-01-06 13:23:04
197,83,2025-01-02 09:30:23
198,73,2025-01-06 04:46:19
199,122,2025-01-04 10:26:32
200,31,2025-01-05 06:36:37
201,159,2025-01-04 19:01:56
202,41,2025-01-03 11:41:34
203,44,2025-01-03 16:03:24
204,119,2025-01-02 03:43:13
205,62,2025-01-01 00:00:45
206,159,2025-01-02 15:06:54
207,65,2025-01-02 20:15:49
208,100,2025-01-06 13:13:21
209,176,2025-01-05 10:03:58
210,42,2025-01-02 19:29:04
211,7,2025-01-01 00:10:04
212,178,2025-01-03 02:06:16
213,173,2025-01-05 01:05:23
214,179,2025-01-04 10:13:22
215,27,2025-01-05 12:13:23
216,115,2025-01-03 06:30:51
217,98,2025-01-04 04:31:50
218,161,2025-01-03 05:13:56
219,103,2025-01-05 05:10:01
220,68,2025-01-01 10:57:25
221,150,2025-01-05 05:47:09
222,50,2025-01-06 07:04:58
223,33,2025-01-04 14:16:47
224,29,2025-01-04 04:51:06
225,165,2025-01-06 16:10:20
226,124,2025-01-03 23:26:58
227,13,2025-01-04 22:30:14
228,180,2025-01-05 04:53:11
229,36,2025-01-01 15:36:52
230,122,2025-01-06 08:27:12
231,34,2025-01-02 13:30:25
232,2,2025-01-05 16:08:46
233,112,2025-01-04 17:56:39
234,58,2025-01-05 19:27:12
235,69,2025-01-02 01:43:22
236,82,2025-01-03 14:22:58
237,18,2025-01-05 18:23:37
238,61,2025-01-06 06:56:12
239,65,2025-01-03 16:49:46
240,55,2025-01-06 12:15:08
241,67,2025-01-03 00:31:03
242,18,2025-01-02 22:13:47
243,162,2025-01-04 17:58:26
244,153,2025-01-01 18:20:36
245,158,2025-01-06 03:34:52
246,63,2025-01-04 13:13:55
247,45,2025-01-02 19:28:48
248,101,2025-01-04 13:49:15
249,59,2025-01-04 00:02:22
250,70,2025-01-05 11:55:43
251,98,2025-01-04 02:45:44
252,161,2025-01-05 14:15:38
253,20,2025-01-04 21:31:01
254,5,2025-01-02 21:07:27
255,39,2025-01-05 02:27:51
256,132,2025-01-05 01:17:37
257,136,2025-01-06 14:02:05
258,178,2025-01-06 17:58:02
259,18,2025-01-02 00:32:03
260,89,2025-01-02 14:44:25
261,154,2025-01-04 19:32:53
262,51,2025-01-01 16:56:32
263,114,2025-01-03 03:31:14
264,83,2025-01-03 15:35:31
265,1,2025-01-01 15:41:01
266,16,2025-01-05 10:33:35
267,178,2025-01-02 01:22:12
268,28,2025-01-05 10:14:59
269,106,2025-01-06 15:35:01
270,133,2025-01-03 14:35:12
271,128,2025-01-03 01:07:29
272,11,2025-01-01 08:18:48
273,123,2025-01-01 01:43:38
274,110,2025-01-06 12:02:46
275,136,2025-01-02 23:47:43
276,12,2025-01-01 07:18:58
277,34,2025-01-01 10:23:05
278,42,2025-01-06 16:36:26
279,114,2025-01-02 22:18:46
280,34,2025-01-06 14:54:07
281,113,2025-01-03 01:37:54
282,68,2025-01-04 13:40:59
283,18,2025-01-06 01:22:38
284,153,2025-01-04 20:43:35
285,158,2025-01-04 04:46:48
286,45,2025-01-05 21:53:57
287,132,2025-01-03 11:57:31
288,4,2025-01-05 07:47:06
289,14,2025-01-04 09:24:07
290,10,2025-01-04 20:08:04
291,81,2025-01-04 06:22:25
292,66,2025-01-05 20:02:40
293,125,2025-01-04 17:20:45
294,25,2025-01-03 02:03:07
295,128,2025-01-06 12:17:59
296,45,2025-01-04 16:20:53
297,13,2025-01-01 18:28:46
298,75,2025-01-06 04:21:35
299,28,2025-01-03 18:54:57
300,72,2025-01-03 22:25:49
301,41,2025-01-04 01:00:30
302,161,2025-01-01 19:25:02
303,70,2025-01-06 16:42:58
304,27,2025-01-05 16:30:04
305,3,2025-01-05 21:44:51
306,24,2025-01-01 05:23:48
307,83,2025-01-03 10:41:54
308,22,2025-01-03 05:21:18
309,172,2025-01-06 20:06:51
310,28,2025-01-01 06:47:46
311,110,2025-01-04 03:19:26
312,77,2025-01-05 13:17:32
313,119,2025-01-05 02:13:33
314,56,2025-01-03 17:18:50
315,45,2025-01-06 09:41:38
316,90,2025-01-02 05:32:35
317,16,2025-01-04 23:01:52
318,141,2025-01-01 23:45:26
319,152,2025-01-05 19:03:07
320,54,2025-01-05 05:44:54
321,33,2025-01-03 16:14:31
322,93,2025-01-04 01:20:17
323,152,2025-01-05 17:46:17
324,162,2025-01-03 08:59:40
325,56,2025-01-01 16:28:14
326,27,2025-01-02 09:08:45
327,97,2025-01-04 00:02:11
328,63,2025-01-05 17:20:20
329,173,2025-01-03 14:53:23
330,53,2025-01-02 19:25:38
331,139,2025-01-05 14:20:55
332,125,2025-01-01 23:58:31
333,155,2025-01-05 00:35:24
334,74,2025-01-05 01:28:33
335,126,2025-01-05 18:11:58
336,87,2025-01-03 12:15:15
337,48,2025-01-05 20:36:48
338,151,2025-01-04 19:48:19
339,48,2025-01-05 11:52:47
340,131,2025-01-04 01:34:23
341,73,2025-01-01 17:52:23
342,143,2025-01-05 14:33:17
343,8,2025-01-01 16:22:23
344,176,2025-01-04 10:26:08
345,25,2025-01-02 18:47:09
346,12,2025-01-04 11:40:54
347,131,2025-01-05 13:03:43
348,42,2025-01-02 22:40:49
349,79,2025-01-04 03:21:57
350,132,2025-01-03 11:05:45
351,50,2025-01-03 03:53:56
352,151,2025-01-06 13:36:53
353,131,2025-01-05 11:55:57
354,152,2025-01-05 14:35:57
355,45,2025-01-06 03:36:06
356,80,2025-01-06 21:01:24
357,35,2025-01-02 00:41:26
358,101,2025-01-05 11:55:38
359,48,2025-01-06 15:33:47
360,9,2025-01-02 12:33:09
361,10,2025-01-01 16:29:02
362,133,2025-01-03 06:16:45
363,51,2025-01-01 05:44:50
364,113,2025-01-06 17:31:56
365,78,2025-01-02 10:45:17
366,11,2025-01-05 03:21:31
367,2,2025-01-04 18:15:19
368,99,2025-01-06 22:37:01
369,159,2025-01-04 17:31:20
370,131,2025-01-05 22:05:26
371,52,2025-01-05 17:01:02
372,155,2025-01-06 13:36:59
373,83,2025-01-04 09:13:43
374,2,2025-01-05 10:14:56
375,95,2025-01-02 01:14:11
376,30,2025-01-05 03:47:47
377,84,2025-01-01 16:42:00
378,10,2025-01-06 16:02:41
379,9,2025-01-02 08:05:45
380,48,2025-01-05 23:35:51
381,173,2025-01-05 03:48:37
382,144,2025-01-02 05:31:51
383,27,2025-01-05 21:46:43
384,135,2025-01-04 05:08:25
385,41,2025-01-01 19:40:18
386,78,2025-01-02 23:09:58
387,35,2025-01-01 23:50:15
388,62,2025-01-03 22:01:41
389,119,2025-01-06 06:44:17
390,53,2025-01-06 11:52:25
391,155,2025-01-03 09:24:37
392,75,2025-01-06 20:07:32
393,49,2025-01-01 01:48:52
394,121,2025-01-06 06:49:02
395,14,2025-01-01 15:15:28
396,69,2025-01-01 12:42:21
397,3,2025-01-03 09:38:47
398,31,2025-01-04 01:27:01
399,146,2025-01-04 21:22:15
400,51,2025-01-06 01:54:05
401,6,2025-01-04 23:57:02
402,153,2025-01-03 00:21:23
403,74,2025-01-03 11:21:57
404,80,2025-01-04 10:46:15
405,74,2025-01-02 04:18:49
406,80,2025-01-01 22:54:15
407,36,2025-01-06 20:36:28
408,124,2025-01-01 14:02:45
409,13,2025-01-03 12:45:57
410,179,2025-01-02 09:42:47
411,89,2025-01-04 22:57:07
412,5,2025-01-05 09:27:35
413,121,2025-01-02 01:54:39
414,28,2025-01-03 19:58:13
415,114,2025-01-02 03:47:06
416,56,2025-01-01 18:46:23
417,98,2025-01-05 04:51:21
418,179,2025-01-04 05:17:26
419,48,2025-01-01 05:19:42
420,53,2025-01-05 06:37:54
421,102,2025-01-06 11:56:12
422,130,2025-01-02 06:24:06
423,67,2025-01-01 10:51:01
424,115,2025-01-05 17:03:09
425,47,2025-01-05 17:21:49
426,48,2025-01-05 07:02:49
427,76,2025-01-03 04:20:50
428,126,2025-01-05 10:02:31
429,67,2025-01-01 00:38:21
430,7,2025-01-05 08:12:52
431,86,2025-01-06 18:24:35
432,120,2025-01-06 18:41:52
433,149,2025-01-04 16:40:12
434,24,2025-01-06 04:45:29
435,54,2025-01-01 00:00:10
436,77,2025-01-04 14:15:02
437,89,2025-01-02 13:50:35
438,127,2025-01-05 04:00:25
439,115,2025-01-02 15:07:44
440,118,2025-01-01 07:48:24
441,82,2025-01-02 02:15:44
442,69,2025-01-01 08:41:07
443,68,2025-01-03 07:54:40
444,46,2025-01-02 20:25:36
445,2,2025-01-01 23:17:00
446,55,2025-01-03 03:15:06
447,66,2025-01-05 05:50:53
448,94,2025-01-03 09:04:13
449,140,2025-01-02 01:45:08
450,14,2025-01-06 00:42:44
451,3,2025-01-02 04:24:25
452,143,2025-01-03 08:08:48
453,113,2025-01-02 11:29:42
454,23,2025-01-01 02:11:20
455,18,2025-01-06 16:20:05
456,70,2025-01-01 20:39:20
457,64,2025-01-04 08:26:36
458,3,2025-01-05 07:53:23
459,150,2025-01-03 01:17:27
460,142,2025-01-03 12:38:22
461,127,2025-01-03 06:18:41
462,165,2025-01-04 09:02:41
463,92,2025-01-01 20:00:02
464,105,2025-01-06 02:02:35
465,152,2025-01-06 05:13:21
466,55,2025-01-04 01:19:19
467,18,2025-01-05 14:16:43
468,103,2025-01-05 14:57:07
469,17,2025-01-02 05:28:53
470,7,2025-01-03 07:41:30
471,140,2025-01-01 09:29:33
472,33,2025-01-03 14:40:46
473,125,2025-01-01 12:44:31
474,143,2025-01-04 15:28:48
475,48,2025-01-02 20:00:49
476,138,2025-01-06 03:18:41
477,132,2025-01-05 10:45:28
478,158,2025-01-02 19:08:27
479,87,2025-01-01 05:57:20
480,111,2025-01-06 03:39:13
481,155,2025-01-01 18:40:53
482,54,2025-01-03 05:45:20
483,53,2025-01-05 08:29:00
484,169,2025-01-02 22:46:56
485,16,2025-01-01 06:49:15
486,108,2025-01-05 00:51:42
487,144,2025-01-04 09:33:47
488,127,2025-01-03 02:56:06
489,37,2025-01-06 18:58:36
490,91,2025-01-01 07:52:20
491,24,2025-01-04 15:45:28
492,64,2025-01-02 05:39:05
493,148,2025-01-03 10:04:15
494,48,2025-01-03 06:42:16
495,150,2025-01-02 04:27:26
496,42,2025-01-02 04:55:29
497,93,2025-01-06 01:07:50
498,38,2025-01-06 04:48:26
499,106,2025-01-02 22:56:38
500,48,2025-01-04 15:40:16
501,101,2025-01-03 18:20:36
502,75,2025-01-06 06:28:56
503,51,2025-01-06 11:10:53
504,179,2025-01-06 17:30:55
505,23,2025-01-03 18:25:00
506,114,2025-01-05 08:07:54
507,4,2025-01-03 12:34:31
508,168,2025-01-06 12:44:03
509,114,2025-01-03 22:29:50
510,134,2025-01-06 06:48:07
511,91,2025-01-01 21:48:04
512,165,2025-01-05 04:23:17
513,93,2025-01-03 06:24:17
514,100,2025-01-04 20:14:40
515,65,2025-01-05 17:09:21
516,12,2025-01-01 22:49:11
517,161,2025-01-06 20:00:29
518,172,2025-01-05 08:39:03
519,151,2025-01-03 08:16:22
520,58,2025-01-04 15:12:17
521,179,2025-01-01 03:15:27
522,104,2025-01-06 00:44:44
523,125,2025-01-05 21:24:54
524,78,2025-01-04 03:17:03
525,123,2025-01-02 13:12:59
526,70,2025-01-02 15:27:32
527,38,2025-01-05 19:57:40
528,51,2025-01-04 07:18:04
529,117,2025-01-01 01:44:10
530,121,2025-01-04 22:35:24
531,39,2025-01-05 08:39:19
532,180,2025-01-05 04:28:35
533,59,2025-01-03 03:22:16
534,8,2025-01-04 04:44:17
535,90,2025-01-05 04:31:35
536,47,2025-01-04 13:05:27
537,106,2025-01-06 10:51:15
538,102,2025-01-06 14:18:49
539,7,2025-01-02 02:36:17
540,136,2025-01-03 07:35:41
541,46,2025-01-03 04:59:14
542,70,2025-01-05 18:48:25
543,73,2025-01-01 11:36:51
544,43,2025-01-01 01:27:26
545,55,2025-01-04 13:18:58
546,83,2025-01-05 08:04:09
547,93,2025-01-05 10:57:07
548,90,2025-01-03 20:40:08
549,74,2025-01-04 22:12:40
550,18,2025-01-01 23:56:48
551,169,2025-01-05 00:18:46
552,16,2025-01-01 12:49:20
553,175,2025-01-05 16:11:54
554,85,2025-01-06 06:59:54
555,149,2025-01-01 14:21:58
556,52,2025-01-06 04:31:42
557,83,2025-01-05 11:56:51
558,169,2025-01-04 14:34:17
559,32,2025-01-04 09:45:45
560,153,2025-01-03 19:43:23
561,6,2025-01-04 21:08:30
562,113,2025-01-02 00:57:33
563,29,2025-01-06 00:35:39
564,177,2025-01-01 15:56:51
565,106,2025-01-04 14:46:12
566,91,2025-01-06 16:22:31
567,39,2025-01-05 19:19:57
568,135,2025-01-06 02:42:02
569,164,2025-01-05 17:28:10
570,168,2025-01-06 09:15:30
571,132,2025-01-02 17:58:19
572,168,2025-01-04 11:55:06
573,126,2025-01-01 14:31:07
574,10,2025-01-01 03:16:57
575,152,2025-01-03 18:12:09
576,155,2025-01-05 14:32:35
577,159,2025-01-06 13:13:04
578,120,2025-01-01 01:46:14
579,99,2025-01-02 07:49:02
580,85,2025-01-04 21:26:22
581,80,2025-01-04 21:03:16
582,176,2025-01-02 18:27:51
583,165,2025-01-05 10:26:13
584,72,2025-01-01 10:16:39
585,128,2025-01-04 16:39:41
586,43,2025-01-06 09:07:23
587,92,2025-01-03 03:37:16
588,109,2025-01-02 16:42:05
589,82,2025-01-02 05:48:49
590,94,2025-01-01 04:05:45
591,123,2025-01-02 07:32:31
592,148,2025-01-03 00:06:38
593,100,2025-01-05 06:29:48
594,174,2025-01-06 12:09:00
595,78,2025-01-02 09:37:15
596,171,2025-01-06 09:40:55
597,65,2025-01-02 03:14:20
598,54,2025-01-05 09:19:56
599,19,2025-01-02 10:09:46
600,147,2025-01-02 13:32:15
601,179,2025-01-03 23:31:45
602,66,2025-01-01 08:30:17
603,171,2025-01-04 22:05:16
604,23,2025-01-05 14:02:17
605,176,2025-01-04 10:15:02
606,83,2025-01-02 02:30:59
607,31,2025-01-02 17:42:13
608,69,2025-01-06 17:59:34
609,134,2025-01-02 19:25:19
610,170,2025-01-01 06:57:59
611,63,2025-01-01 01:19:44
612,171,2025-01-05 11:24:49
613,89,2025-01-04 10:25:51
614,132,2025-01-01 10:37:51
615,175,2025-01-05 04:35:57
616,36,2025-01-04 19:51:43
617,41,2025-01-05 01:30:16
618,27,2025-01-01 10:47:53
619,113,2025-01-02 23:59:56
620,116,2025-01-02 11:47:02
621,93,2025-01-06 17:06:50
622,148,2025-01-01 10:02:54
623,120,2025-01-02 09:07:54
624,154,2025-01-02 08:57:18
625,136,2025-01-02 21:01:30
626,136,2025-01-04 17:43:48
627,114,2025-01-01 13:33:16
628,71,2025-01-01 14:14:22
629,106,2025-01-05 17:02:21
630,87,2025-01-01 10:25:33
631,116,2025-01-02 18:15:09
632,74,2025-01-05 19:23:58
633,164,2025-01-05 12:54:49
634,173,2025-01-05 18:06:50
635,138,2025-01-03 06:04:56
636,10,2025-01-05 17:22:17
637,34,2025-01-01 15:44:10
638,135,2025-01-04 20:44:17
639,30,2025-01-04 02:35:50
640,70,2025-01-06 18:11:45
641,1,2025-01-02 17:32:28
642,141,2025-01-03 09:10:57
643,44,2025-01-03 06:03:55
644,138,2025-01-02 10:39:33
645,71,2025-01-02 08:27:08
646,171,2025-01-01 10:38:45
647,20,2025-01-03 18:32:14
648,132,2025-01-01 01:08:04
649,100,2025-01-05 16:55:44
650,84,2025-01-06 10:01:45
651,171,2025-01-03 19:02:30
652,49,2025-01-02 01:46:38
653,106,2025-01-01 07:36:07
654,127,2025-01-05 23:08:47
655,87,2025-01-03 04:22:20
656,174,2025-01-06 08:20:13
657,4,2025-01-06 21:10:42
658,160,2025-01-01 08:24:39
659,95,2025-01-06 17:44:18
660,150,2025-01-03 10:28:13
661,118,2025-01-04 15:21:35
662,163,2025-01-01 08:03:52
663,53,2025-01-01 05:33:39
664,169,2025-01-02 18:49:48
665,76,2025-01-02 17:03:56
666,8,2025-01-04 02:57:22
667,177,2025-01-03 14:53:43
668,135,2025-01-06 10:19:09
669,25,2025-01-04 08:16:20
670,140,2025-01-03 22:55:35
671,78,2025-01-02 15:15:38
672,32,2025-01-03 21:35:53
673,65,2025-01-06 12:58:34
674,159,2025-01-02 11:57:03
675,104,2025-01-01 18:17:29
676,155,2025-01-04 12:54:33
677,127,2025-01-02 05:07:21
678,76,2025-01-03 02:14:40
679,67,2025-01-02 06:04:02
680,86,2025-01-06 13:08:24
681,50,2025-01-02 13:33:31
682,84,2025-01-04 20:57:21
683,78,2025-01-02 04:50:02
684,107,2025-01-05 18:55:00
685,41,2025-01-06 01:34:29
686,118,2025-01-03 16:58:54
687,156,2025-01-04 08:38:43
688,82,2025-01-04 16:56:30
689,166,2025-01-01 03:18:14
690,62,2025-01-01 21:57:47
691,24,2025-01-01 17:31:43
692,19,2025-01-02 22:43:00
693,179,2025-01-01 05:44:33
694,117,2025-01-01 21:06:19
695,153,2025-01-05 21:46:56
696,135,2025-01-01 05:45:32
697,54,2025-01-01 02:23:32
698,104,2025-01-06 20:48:08
699,41,2025-01-02 04:15:00
700,34,2025-01-03 23:30:04
701,108,2025-01-02 08:25:29
702,7,2025-01-03 02:16:35
703,169,2025-01-04 23:55:19
704,96,2025-01-04 00:29:06
705,128,2025-01-02 18:41:55
706,87,2025-01-02 01:26:23
707,144,2025-01-02 08:08:28
708,175,2025-01-01 17:38:28
709,138,2025-01-06 22:36:39
710,71,2025-01-03 12:49:44
711,73,2025-01-04 04:34:21
712,94,2025-01-02 04:51:41
713,114,2025-01-05 22:23:49
714,121,2025-01-05 15:30:45
715,49,2025-01-05 21:55:11
716,67,2025-01-04 12:44:06
717,132,2025-01-01 02:42:38
718,8,2025-01-04 10:05:28
719,70,2025-01-04 20:43:29
720,141,2025-01-01 10:55:50
721,72,2025-01-05 15:55:24
722,24,2025-01-06 08:10:56
723,10,2025-01-02 10:10:31
724,142,2025-01-04 21:08:29
725,159,2025-01-03 06:03:55
726,127,2025-01-02 20:11:31
727,60,2025-01-02 02:02:28
728,7,2025-01-05 10:11:00
729,5,2025-01-03 06:35:44
730,63,2025-01-05 06:50:57
731,96,2025-01-01 13:42:53
732,134,2025-01-06 17:45:34
733,74,2025-01-05 21:03:28
734,102,2025-01-06 15:41:10
735,22,2025-01-04 00:14:23
736,73,2025-01-06 18:58:30
737,145,2025-01-06 01:36:48
738,157,2025-01-02 23:23:12
739,6,2025-01-04 09:31:19
740,163,2025-01-06 19:59:07
741,81,2025-01-03 20:19:20
742,43,2025-01-06 18:41:15
743,71,2025-01-04 09:37:50
744,14,2025-01-01 19:07:12
745,161,2025-01-05 14:24:49
746,109,2025-01-04 07:53:24
747,50,2025-01-05 16:28:56
748,64,2025-01-01 01:57:43
749,168,2025-01-01 22:45:49
750,38,2025-01-01 23:28:20
751,79,2025-01-03 15:30:39
752,64,2025-01-02 01:31:38
753,169,2025-01-02 17:33:46
754,55,2025-01-04 04:48:28
755,65,2025-01-06 13:25:05
756,51,2025-01-01 23:20:09
757,149,2025-01-06 07:23:50
758,32,2025-01-03 15:08:26
759,53,2025-01-02 15:34:09
760,92,2025-01-06 05:53:15
761,65,2025-01-05 01:41:25
762,116,2025-01-01 13:53:55
763,147,2025-01-06 12:50:59
764,123,2025-01-03 04:29:28
765,122,2025-01-05 14:16:45
766,54,2025-01-04 08:42:49
767,153,2025-01-01 23:04:01
768,72,2025-01-01 15:32:27
769,139,2025-01-06 07:18:39
770,116,2025-01-02 15:23:17
771,46,2025-01-01 16:39:10
772,180,2025-01-05 14:29:15
773,33,2025-01-01 16:04:51
774,66,2025-01-06 18:20:52
775,168,2025-01-05 14:15:47
776,86,2025-01-02 18:56:18
777,109,2025-01-01 07:02:09
778,159,2025-01-05 03:50:30
779,154,2025-01-05 02:32:49
780,24,2025-01-06 17:54:48
781,144,2025-01-03 11:52:09
782,129,2025-01-01 14:13:30
783,138,2025-01-06 11:26:21
784,177,2025-01-03 04:20:46
785,156,2025-01-05 23:36:41
786,43,2025-01-04 19:51:31
787,143,2025-01-01 14:47:19
788,154,2025-01-05 04:23:19
789,54,2025-01-01 00:18:15
790,113,2025-01-02 15:46:55
791,30,2025-01-06 21:43:52
792,88,2025-01-03 09:55:12
793,34,2025-01-02 01:01:25
794,51,2025-01-06 18:43:14
795,75,2025-01-04 08:38:56
796,70,2025-01-03 22:27:48
797,84,2025-01-04 15:18:53
798,14,2025-01-04 04:14:06
799,3,2025-01-04 18:13:33
800,90,2025-01-01 00:52:22
801,153,2025-01-02 13:45:22
802,104,2025-01-01 06:37:38
803,14,2025-01-01 18:44:13
804,84,2025-01-05 05:19:31
805,157,2025-01-05 05:48:02
806,78,2025-01-01 00:02:01
807,149,2025-01-05 10:29:40
808,175,2025-01-04 08:59:31
809,145,2025-01-01 07:21:58
810,16,2025-01-03 11:25:38
811,82,2025-01-02 03:43:35
812,84,2025-01-05 05:46:02
813,135,2025-01-02 19:22:55
814,99,2025-01-05 23:46:50
815,91,2025-01-03 18:28:14
816,174,2025-01-05 16:12:42
817,176,2025-01-01 11:36:33
818,25,2025-01-05 07:22:47
819,19,2025-01-01 23:06:05
820,89,2025-01-05 03:07:52
821,9,2025-01-05 14:26:09
822,5,2025-01-01 01:23:30
