contact_id,call_id
829,39
453,39
708,39
479,39
1,40
548,40
642,40
453,40
777,40
964,40
509,40
699,40
438,40
233,40
859,40
731,40
121,40
338,40
725,41
924,41
378,41
500,42
886,42
105,42
402,42
87,42
134,42
263,42
935,42
779,42
362,42
691,42
729,42
563,42
904,42
848,43
282,43
93,43
120,43
138,43
204,43
195,44
471,44
612,44
944,44
744,44
526,44
760,44
772,44
135,45
521,45
772,45
569,45
460,45
445,45
264,45
786,45
804,45
675,45
973,45
106,45
997,45
314,46
799,46
855,46
392,46
417,46
81,46
150,46
808,46
962,46
842,46
316,46
138,46
891,47
745,47
854,47
146,48
570,48
83,48
888,48
906,48
36,48
227,48
623,49
521,49
215,49
597,49
58,49
601,49
545,49
137,49
87,49
593,49
854,49
497,49
379,50
255,50
804,50
787,50
901,50
716,50
652,50
179,50
710,50
679,50
295,50
620,50
306,50
219,50
427,50
818,50
31,50
46,50
827,51
808,51
889,51
525,51
397,51
803,52
912,52
6,52
421,52
150,52
920,52
102,52
697,52
398,52
825,52
174,52
179,52
42,52
559,52
469,52
322,52
461,52
876,53
69,53
743,53
375,53
937,53
74,53
424,53
540,53
245,53
291,53
400,53
358,54
491,54
232,54
571,54
32,54
375,54
932,54
807,54
417,54
888,54
332,54
684,54
875,54
279,54
520,54
403,54
971,54
630,54
468,54
564,54
238,55
161,55
59,55
106,55
117,55
818,55
849,55
303,55
593,55
565,55
92,56
188,56
521,57
697,57
173,57
257,57
381,57
359,57
308,57
875,57
22,57
30,57
866,57
104,57
80,57
48,58
13,58
709,58
333,58
773,58
845,58
278,59
348,59
616,59
434,59
390,59
319,59
19,60
784,60
985,61
635,61
308,61
827,61
413,61
492,61
308,62
201,62
480,62
784,62
621,62
816,62
171,62
380,62
530,62
604,62
377,62
120,62
163,62
586,62
518,62
34,62
10,62
871,62
887,63
728,63
629,63
697,63
903,63
19,63
635,63
698,63
854,63
167,63
826,63
408,63
169,63
603,63
198,63
504,63
873,63
518,63
103,63
3,64
757,64
66,65
670,65
788,65
743,65
536,65
748,65
932,65
488,65
923,66
760,66
225,66
854,66
807,66
821,66
138,66
537,66
497,66
808,66
123,66
987,67
634,67
770,67
247,67
26,67
972,67
740,67
171,67
614,67
443,67
942,67
24,67
139,68
308,68
452,68
197,68
729,68
614,68
801,68
34,68
253,68
636,68
945,69
482,69
35,69
701,69
427,69
295,69
521,69
696,69
760,69
642,69
299,69
547,70
455,70
115,70
948,70
722,70
737,70
446,70
557,70
170,70
821,70
485,70
907,70
592,70
173,70
203,70
211,70
36,70
56,71
462,71
628,71
773,71
409,71
655,71
40,71
956,71
900,71
855,72
466,72
117,72
3,72
643,72
167,72
226,72
943,72
43,72
843,72
591,72
931,72
958,72
347,72
697,72
836,73
299,73
925,73
762,73
573,73
554,73
864,73
44,73
168,73
199,73
990,74
739,74
403,74
923,74
14,74
567,74
834,74
942,74
813,74
946,74
924,74
855,74
89,74
863,75
411,75
304,76
706,76
269,76
309,76
398,76
790,76
327,76
191,76
421,76
142,76
251,77
867,77
418,77
124,77
964,77
943,77
178,77
409,77
522,77
542,77
957,77
654,77
288,77
18,77
395,78
40,78
74,78
1,78
468,78
554,78
304,78
321,78
354,78
887,78
943,78
395,78
561,78
539,79
442,79
243,79
763,79
112,79
636,79
922,79
206,79
811,79
619,79
467,79
2,79
136,79
537,79
478,79
928,79
194,80
558,80
165,80
581,80
218,80
445,80
609,80
196,80
681,80
652,81
840,81
989,81
880,81
955,81
384,81
344,81
301,81
758,81
65,81
957,81
440,81
639,81
128,81
427,81
834,81
475,82
670,82
385,82
28,82
572,82
902,82
793,82
745,82
708,82
357,83
38,83
686,83
468,83
386,83
836,83
181,83
329,83
452,83
600,83
683,83
852,83
897,83
879,83
859,84
509,84
128,84
260,84
31,84
525,84
765,84
737,84
124,84
462,84
623,84
521,85
689,85
495,85
111,85
289,85
905,85
597,85
965,85
845,85
994,85
455,85
700,85
342,85
79,85
18,86
558,86
828,86
374,86
485,86
308,86
550,86
912,86
238,87
528,87
878,87
391,87
259,87
40,87
428,87
281,87
504,87
46,87
654,87
438,87
943,88
624,88
426,88
501,88
554,88
401,88
968,88
270,88
246,88
702,89
136,89
882,89
1000,89
927,89
28,89
63,89
179,89
741,89
506,89
499,90
179,90
218,90
622,90
174,90
360,90
911,90
40,90
776,90
115,90
145,90
506,90
923,90
819,90
563,90
381,90
402,90
120,90
37,90
572,91
411,91
418,91
911,91
350,91
713,92
602,92
423,92
807,92
445,92
653,92
182,92
231,92
715,92
538,92
972,92
800,92
719,92
420,92
613,92
216,92
429,92
147,93
950,93
79,93
292,93
473,93
351,93
116,93
148,93
942,93
8,93
299,93
542,93
14,93
808,93
959,94
976,94
544,94
583,94
858,94
349,94
783,94
619,94
91,94
86,94
433,94
807,94
347,94
890,94
421,94
615,94
738,94
500,94
261,95
453,95
116,95
323,95
832,95
581,95
182,95
901,95
511,95
773,96
821,96
962,96
852,96
460,96
777,96
205,96
712,96
334,96
130,96
358,96
417,96
616,96
119,96
955,96
112,96
946,97
468,97
320,97
446,97
92,97
904,97
957,97
720,97
306,97
514,97
65,97
753,98
809,98
613,98
507,98
709,98
502,98
623,98
599,98
143,98
773,98
999,98
192,99
333,99
971,99
341,99
316,99
48,99
574,99
143,99
429,100
893,100
637,100
309,100
223,100
639,100
787,100
931,100
642,100
219,100
837,100
195,101
750,101
77,101
507,101
457,101
962,101
183,101
498,101
122,101
84,101
948,101
357,101
752,102
185,102
786,102
610,102
118,102
407,102
181,102
548,102
480,102
568,102
508,102
70,102
981,102
699,102
790,102
485,103
80,103
390,103
388,103
733,103
903,103
378,103
608,103
421,103
980,103
989,103
833,103
416,103
479,103
561,103
130,103
860,103
247,103
792,103
195,103
934,104
380,104
30,104
508,104
547,104
515,104
491,104
583,104
588,104
350,104
313,104
994,104
97,104
520,104
384,104
658,104
10,104
188,104
590,104
548,104
468,105
699,105
85,105
163,106
268,106
934,106
174,106
77,106
16,106
632,106
273,107
83,107
608,107
410,107
44,107
31,107
923,107
910,107
631,107
727,107
901,107
737,107
915,108
30,108
3,108
691,108
548,108
801,108
473,108
769,108
632,108
941,108
678,108
327,108
676,108
285,108
243,108
986,108
540,109
724,109
144,109
84,109
670,109
909,109
320,109
429,109
119,109
333,109
636,109
657,109
55,109
74,109
947,109
569,109
828,109
655,109
21,109
826,110
69,110
877,110
929,110
989,110
769,110
745,110
448,110
200,110
162,111
840,111
371,112
578,112
42,112
87,112
247,112
554,112
596,112
558,112
5,112
155,112
299,112
206,112
76,112
455,112
364,113
848,113
551,113
990,113
762,113
337,113
972,113
396,113
911,113
85,113
372,113
693,113
825,113
281,113
363,113
436,113
909,113
353,114
305,114
587,114
680,114
995,114
578,114
632,114
863,114
971,115
30,115
942,115
217,115
57,115
950,115
999,115
184,115
306,115
446,116
391,116
310,116
800,116
223,117
464,117
52,117
428,117
66,117
775,117
67,117
349,117
279,117
994,117
748,117
645,117
642,117
487,117
507,117
628,117
643,117
171,117
471,117
789,117
722,118
203,118
16,118
665,118
487,118
918,118
662,118
443,118
515,118
547,118
242,118
71,118
602,119
600,119
788,119
533,119
910,119
584,119
286,119
296,119
570,119
916,119
668,119
972,119
433,119
638,119
319,119
258,119
186,119
487,119
965,119
305,119
513,120
876,120
831,120
879,120
225,120
982,120
72,120
700,120
751,120
198,120
463,120
271,120
154,120
557,120
514,120
116,120
481,120
658,120
570,120
664,120
837,121
701,121
616,121
921,121
612,121
857,121
63,121
751,121
890,121
654,121
405,121
650,121
484,122
73,122
490,122
826,122
437,122
944,123
203,123
710,124
201,124
76,124
335,124
192,124
367,124
354,125
129,125
196,125
219,125
747,125
489,125
4,125
352,126
763,126
239,126
253,126
198,126
539,126
186,126
127,126
364,126
881,126
246,126
264,126
686,126
559,127
879,127
445,127
800,127
671,127
745,127
997,128
156,128
297,128
935,128
720,128
849,128
797,128
15,128
511,128
846,128
830,128
374,129
506,129
371,129
986,129
693,129
3,130
287,130
876,130
146,130
931,130
447,130
191,130
662,130
400,130
527,130
946,130
511,130
521,131
666,131
552,131
57,131
76,131
594,131
187,131
173,131
9,131
52,131
302,131
366,131
796,131
265,131
57,131
339,131
308,131
471,131
45,131
557,132
870,132
779,132
659,132
872,132
762,133
949,133
942,133
753,133
831,133
99,133
741,133
848,133
630,133
924,133
483,133
772,133
787,133
86,133
918,133
270,133
839,133
918,134
705,134
900,134
489,134
868,135
818,135
513,135
551,135
817,135
306,135
131,135
301,135
136,135
69,135
901,135
530,135
299,135
482,135
468,135
592,136
360,136
869,136
666,136
512,136
625,136
830,136
997,136
999,136
696,136
276,136
995,136
783,136
262,136
201,136
729,136
460,136
614,137
902,137
68,137
677,137
321,137
186,137
492,137
438,137
319,137
675,137
910,137
338,137
730,137
304,137
343,137
729,137
386,138
545,138
475,138
489,138
581,138
249,138
346,138
548,138
49,138
534,139
636,139
750,139
758,140
683,140
753,140
819,140
979,140
673,140
281,140
944,140
458,140
117,140
561,140
526,140
440,140
783,140
421,140
770,140
906,140
835,140
453,140
806,140
826,141
325,141
938,141
766,141
567,141
567,141
708,141
477,141
119,141
183,141
160,142
968,142
319,142
477,143
610,143
218,143
466,143
931,143
921,143
950,143
466,143
392,143
311,143
971,143
906,143
674,143
172,143
716,143
257,143
691,143
797,143
294,144
990,144
486,144
756,144
986,144
710,144
658,144
36,144
495,144
18,144
790,144
124,144
400,144
16,144
381,144
768,144
378,144
959,144
193,144
168,144
535,145
651,145
380,145
288,145
410,145
826,145
362,145
492,145
748,145
109,145
344,145
247,145
177,145
962,145
622,146
164,146
539,146
749,146
649,146
152,146
243,146
316,146
327,146
282,146
525,146
98,146
920,146
631,146
683,147
924,147
147,147
808,147
904,147
31,147
159,147
204,147
275,147
835,147
738,147
211,147
62,147
346,148
817,148
924,148
927,148
74,148
480,148
131,148
490,148
406,148
751,148
342,148
182,148
528,148
239,148
341,148
796,148
755,148
390,148
608,148
441,148
545,149
834,149
160,149
624,149
952,149
241,149
983,149
47,149
125,149
630,149
402,149
197,149
530,150
597,150
160,150
876,150
539,150
528,150
404,150
93,150
708,150
28,150
448,150
113,150
20,150
10,151
271,151
152,151
570,151
840,151
488,151
219,151
104,151
560,151
255,151
507,151
991,151
951,151
904,152
809,152
249,153
7,153
899,153
32,153
892,153
53,153
857,153
542,153
337,153
256,153
378,153
387,153
507,153
590,153
345,153
723,153
47,153
982,153
585,153
298,153
517,154
929,154
81,154
698,154
102,154
582,154
983,154
339,155
975,155
674,155
877,155
862,155
649,155
117,155
33,155
740,155
917,155
286,156
285,156
592,156
215,156
982,156
556,156
987,156
192,156
297,157
406,157
4,157
719,157
986,157
969,157
694,157
536,157
810,157
177,157
704,157
528,157
83,157
727,157
730,157
788,157
751,157
358,157
101,157
645,158
259,158
532,158
199,158
87,158
792,158
475,158
209,158
851,158
430,158
123,158
427,158
29,158
796,158
669,158
845,159
766,159
614,159
469,159
996,159
772,159
648,159
507,159
184,159
183,159
195,159
8,159
706,159
787,159
893,159
342,159
361,159
986,159
714,159
760,160
402,160
358,160
525,160
867,160
863,160
783,160
857,160
141,160
259,160
817,160
802,160
144,160
44,161
453,161
256,161
391,161
464,161
317,161
64,161
867,161
174,161
306,161
790,161
742,161
265,161
827,161
19,161
206,161
760,161
446,161
322,161
650,161
358,162
315,162
960,162
763,162
70,162
309,162
412,162
873,162
719,163
264,163
981,163
666,163
742,163
180,163
806,163
779,163
252,163
499,163
810,163
929,163
809,164
650,164
797,164
336,164
872,165
772,165
323,165
448,165
990,165
178,165
108,165
860,165
788,165
367,165
663,165
182,165
624,165
548,166
909,166
712,166
157,166
647,166
684,166
119,166
822,166
239,167
122,167
554,167
342,167
503,167
265,167
140,167
173,168
573,168
929,168
382,168
456,168
330,168
437,168
768,168
375,168
856,168
907,168
624,168
540,168
561,168
63,168
628,168
647,168
162,168
621,168
126,169
891,169
483,169
395,169
241,169
147,169
390,169
548,169
438,169
511,170
945,170
38,170
846,170
247,170
860,170
160,170
251,170
932,170
861,170
848,170
433,170
26,170
420,170
648,170
322,170
990,171
475,171
66,171
85,171
255,171
425,171
140,171
865,171
698,171
532,171
560,171
933,171
609,171
684,171
398,171
477,171
454,171
189,172
193,172
631,172
340,172
175,172
276,172
403,172
392,173
210,173
635,173
473,173
70,173
761,173
249,173
672,173
644,173
334,173
112,173
356,173
383,173
656,173
75,173
313,173
585,173
211,174
335,174
442,174
704,174
13,174
281,174
339,174
113,174
172,174
448,174
626,174
183,174
261,175
234,175
156,175
927,175
417,175
441,175
589,175
368,175
391,175
251,176
292,176
332,177
902,177
301,177
487,177
860,177
955,177
292,177
481,177
124,177
769,177
500,177
106,177
927,177
939,177
922,177
62,177
522,177
287,177
465,177
366,178
761,178
796,178
290,178
854,178
627,179
688,179
700,179
207,179
783,179
803,179
701,179
265,179
941,179
433,179
853,179
343,179
667,179
773,179
582,179
518,179
931,179
716,179
45,179
280,180
263,180
128,180
859,180
611,180
53,180
326,180
839,180
194,180
377,181
808,181
189,181
459,181
24,181
994,181
973,181
225,181
783,181
700,181
386,181
672,181
112,181
275,181
406,181
258,181
981,181
242,181
383,182
644,182
720,182
391,182
479,182
902,182
842,182
457,182
555,182
623,182
908,182
914,182
422,182
798,182
365,182
750,182
433,182
693,182
348,183
333,183
914,183
473,183
517,183
523,183
53,183
771,183
596,183
518,183
138,183
240,183
398,183
150,183
631,183
596,184
721,184
130,184
84,184
860,184
17,184
835,184
121,184
902,184
86,184
700,184
595,185
96,185
498,185
939,185
113,185
974,186
603,186
13,186
991,186
99,187
301,187
700,187
169,187
992,187
371,187
205,187
713,187
650,187
79,187
894,187
478,187
878,187
450,187
672,187
215,187
468,187
42,187
244,188
816,188
735,188
360,188
416,188
690,188
528,188
715,188
553,188
842,188
223,188
822,188
477,188
340,188
358,188
249,188
969,188
413,188
628,188
771,188
914,189
51,189
207,189
349,189
104,189
837,189
787,189
189,189
26,189
324,190
652,190
459,190
619,190
48,190
187,190
468,190
68,190
877,190
798,190
942,190
272,190
96,190
4,191
850,191
407,191
30,191
300,191
550,191
192,191
905,191
9,191
872,191
612,191
979,191
895,191
247,191
318,191
633,191
902,191
693,191
793,191
623,191
366,192
644,192
996,192
822,192
236,192
425,192
113,192
211,192
848,192
348,192
256,192
9,192
676,192
173,192
778,192
562,192
578,193
53,193
189,193
288,193
615,193
638,193
175,193
545,193
135,193
935,194
389,194
903,194
308,194
184,194
586,194
878,194
498,194
219,194
358,195
980,195
636,195
914,195
412,195
302,195
660,195
696,195
117,195
277,195
625,196
600,196
595,196
255,196
577,196
32,196
738,196
491,196
36,196
955,196
649,196
571,196
724,196
596,196
366,196
427,196
565,197
129,197
372,197
86,197
714,197
852,198
200,198
863,198
116,198
772,198
760,199
972,199
931,199
925,199
678,199
190,200
628,200
824,200
651,200
587,200
210,200
487,200
686,200
85,200
249,200
963,200
63,200
656,200
83,200
526,200
545,200
893,200
714,200
46,200
171,200
13,201
646,201
4,201
14,201
987,201
281,201
708,201
727,201
796,201
248,201
113,201
787,201
689,201
247,201
505,201
601,201
662,201
53,201
751,202
765,202
38,202
882,202
401,202
734,202
929,202
523,202
110,202
6,202
150,202
911,202
989,202
660,202
458,202
105,202
48,202
831,202
48,202
605,202
590,203
418,203
397,203
99,203
129,203
608,203
233,203
602,203
224,203
124,204
755,204
9,204
987,204
441,204
286,204
141,204
292,204
125,204
656,204
346,204
267,204
30,204
859,204
861,205
804,205
177,205
542,205
102,205
385,205
293,205
619,205
570,205
939,205
537,205
145,205
797,205
127,205
913,206
985,206
864,206
118,206
824,206
339,206
319,206
361,206
873,206
744,206
439,207
931,207
698,207
438,207
597,207
910,207
794,207
467,207
597,208
676,208
580,208
271,208
860,208
144,208
502,208
291,208
293,208
941,208
166,208
67,208
984,209
614,209
32,209
386,209
543,209
213,209
473,209
663,209
618,209
361,209
34,209
365,209
227,209
633,209
102,209
753,210
691,210
970,211
7,211
625,211
940,212
769,212
14,212
900,212
466,212
666,212
706,212
327,212
98,212
623,213
535,213
669,213
259,213
45,213
636,213
383,213
859,213
755,213
424,214
660,214
138,214
526,214
536,214
514,214
206,214
651,214
477,214
613,214
58,214
1000,215
313,215
187,215
140,215
372,215
660,215
925,215
183,215
625,215
670,215
664,215
442,215
228,215
90,215
134,215
302,215
354,215
623,216
814,216
368,216
93,216
662,216
776,216
64,216
905,216
308,216
626,216
685,216
662,216
780,216
460,216
765,216
774,216
45,217
304,217
593,217
328,217
373,217
221,217
172,217
523,217
484,217
159,217
294,217
419,217
320,218
519,218
200,218
116,218
810,218
166,219
361,219
116,219
66,219
546,219
257,219
674,219
646,219
24,219
866,219
260,220
202,220
250,220
637,220
402,220
463,220
126,220
1,220
499,220
308,220
344,220
318,220
682,220
479,220
810,220
20,220
724,220
732,220
469,220
997,220
866,221
900,221
543,221
5,221
414,221
985,221
407,222
687,222
295,222
914,222
783,222
446,223
737,223
430,223
175,223
91,223
103,223
583,223
210,223
974,223
44,223
446,223
21,223
635,223
309,223
975,223
197,223
412,224
341,224
470,224
263,224
332,224
445,224
956,224
661,224
341,224
59,224
989,224
162,224
530,224
571,224
314,224
203,224
858,224
516,224
673,224
874,224
49,225
33,225
236,225
92,225
730,225
216,225
308,225
586,225
801,225
139,225
957,225
917,225
584,225
873,225
368,225
660,225
856,225
710,225
141,225
785,225
486,226
81,226
504,226
94,226
372,226
183,226
261,226
246,226
493,226
184,226
137,226
271,226
301,226
164,226
553,226
276,226
152,226
316,226
223,226
884,226
144,227
238,227
744,227
196,227
96,227
155,227
892,227
130,227
826,227
596,227
24,227
502,227
167,227
896,227
488,228
658,228
108,228
811,228
304,228
88,228
484,228
671,228
498,228
877,229
169,229
889,229
536,229
939,229
883,229
965,229
850,229
952,229
34,229
543,229
489,229
954,229
855,229
312,230
714,230
990,230
777,230
657,230
431,230
410,230
329,230
359,230
991,230
161,231
885,231
1000,231
354,231
434,231
337,231
763,231
733,231
124,231
904,232
259,232
756,232
562,233
371,233
532,233
640,233
454,233
478,233
684,233
607,233
834,233
571,233
317,233
23,233
670,233
60,233
971,233
143,233
237,233
634,233
994,234
200,234
95,234
60,234
971,234
837,234
285,234
318,234
503,234
244,234
293,235
705,235
767,235
416,235
948,235
951,235
558,235
704,235
188,235
27,235
240,235
149,235
568,235
270,235
730,236
455,236
597,236
42,236
828,236
359,236
379,236
456,236
367,236
818,236
179,236
461,237
52,237
536,237
84,237
518,237
558,237
420,237
97,237
516,237
613,237
870,237
108,237
810,237
799,237
760,237
231,238
190,238
875,238
240,238
502,239
596,239
414,239
699,239
550,239
219,239
370,240
631,240
457,240
520,240
143,240
509,240
765,240
619,240
129,240
788,241
181,241
160,241
355,241
513,241
181,241
599,241
88,241
834,241
412,241
580,241
340,241
341,241
313,242
425,242
293,242
911,242
718,242
748,242
244,243
590,243
261,243
589,243
241,243
545,243
4,243
101,243
608,243
875,243
341,243
415,244
393,244
262,244
122,245
509,245
627,245
253,245
595,245
261,245
732,245
85,245
669,245
922,245
726,245
791,245
415,245
990,245
215,245
28,245
977,245
796,245
857,245
248,245
574,246
776,246
195,246
65,246
280,246
718,246
845,247
467,247
510,247
985,247
611,247
530,247
4,248
726,248
47,248
552,248
295,248
668,248
642,248
866,249
147,249
912,249
94,249
388,250
321,250
305,251
858,251
583,251
941,251
588,251
219,251
647,251
374,251
270,251
365,251
540,251
361,251
610,251
67,251
805,251
111,251
586,251
828,251
471,251
806,251
365,252
609,252
838,252
889,252
245,252
789,252
71,252
57,253
860,253
864,253
401,253
93,253
100,253
502,253
501,253
714,253
106,253
915,253
673,253
849,254
320,254
490,254
844,254
722,254
405,254
244,254
846,254
260,254
731,254
341,254
901,254
82,254
326,254
413,254
886,254
740,254
479,254
664,254
775,254
33,255
105,255
883,255
193,255
196,255
431,255
773,255
211,255
766,255
533,255
303,255
225,255
606,255
518,255
717,255
946,256
501,256
673,256
774,256
965,256
70,256
164,256
298,256
432,256
391,256
41,256
813,256
199,256
39,256
759,257
858,257
362,257
675,257
284,257
235,257
839,257
17,257
204,257
755,257
773,257
938,257
641,257
561,257
888,257
607,258
354,258
565,258
44,258
253,258
350,258
917,258
160,258
947,258
63,258
413,258
798,258
227,258
482,258
437,258
426,258
612,258
506,258
4,258
27,259
681,259
323,260
255,260
663,260
484,260
899,260
928,260
611,260
698,260
428,260
806,260
567,261
843,261
606,261
892,261
345,261
798,261
625,262
596,262
714,262
791,262
285,262
303,262
958,262
386,262
501,262
703,262
38,262
237,262
779,262
686,262
585,262
944,262
926,262
127,262
386,263
203,263
509,263
27,263
360,263
13,263
985,263
521,263
880,263
516,263
221,264
192,264
285,264
205,264
509,264
458,264
135,264
787,264
576,264
848,264
492,264
786,264
232,264
634,264
445,264
948,264
110,264
660,264
772,264
566,265
724,265
681,265
40,265
467,265
607,265
929,265
258,265
59,265
430,265
295,265
482,265
226,265
933,265
777,265
839,265
561,265
644,266
146,266
704,266
840,266
19,266
157,266
397,266
610,266
626,266
598,266
923,266
954,266
73,266
558,266
964,266
90,266
348,266
169,267
394,267
662,267
839,267
674,267
866,267
518,268
605,268
253,268
55,268
317,268
998,268
57,268
690,268
699,268
666,268
24,268
886,268
400,268
837,268
514,268
822,268
558,268
557,268
528,269
483,269
104,269
664,269
872,269
812,269
806,269
102,269
943,269
647,269
974,269
962,270
242,270
920,270
162,270
245,270
313,271
665,271
419,271
839,271
618,271
539,271
136,271
701,271
414,271
330,271
37,271
342,271
841,271
564,271
807,271
897,272
355,272
970,272
606,272
720,272
510,272
669,272
692,272
344,272
999,272
574,272
951,272
463,273
763,273
409,273
613,273
985,273
101,274
12,274
72,275
32,275
429,275
614,275
297,275
425,275
239,275
984,275
737,276
365,276
562,276
993,276
294,276
797,276
754,276
427,276
440,277
407,277
442,277
834,277
430,277
137,277
500,277
185,277
729,277
347,278
559,278
385,278
243,278
475,278
693,278
290,278
118,278
662,279
392,279
316,279
520,279
966,279
589,279
589,279
351,279
570,279
76,279
821,279
768,279
568,279
823,279
432,279
10,279
141,279
495,279
480,279
235,280
544,280
631,280
597,280
9,280
887,280
26,280
154,280
439,280
970,280
563,280
164,280
717,280
687,280
607,280
516,281
853,281
971,282
41,282
740,282
642,282
516,283
471,283
235,283
605,283
315,283
42,283
762,283
370,284
71,284
308,284
350,284
908,284
594,284
83,284
825,284
372,284
909,284
52,284
307,284
672,284
708,285
30,285
594,285
587,285
262,285
289,285
21,285
859,285
979,285
467,285
494,285
573,285
60,285
168,285
366,285
257,285
209,285
961,285
352,285
915,285
72,286
796,286
488,286
779,286
413,286
432,286
607,287
643,287
404,287
188,287
799,287
973,287
84,288
640,288
100,288
617,288
8,288
124,288
71,288
262,288
789,288
618,288
105,288
244,288
935,288
710,289
133,289
463,289
617,289
518,289
693,289
371,289
832,289
678,289
77,289
970,289
41,289
525,289
88,289
70,289
947,289
344,289
746,289
714,290
758,290
667,290
857,290
149,290
819,290
294,290
908,291
71,291
860,291
97,292
197,292
631,292
422,292
79,292
928,292
911,292
343,292
322,292
852,292
786,292
838,292
510,292
599,292
243,292
40,292
317,292
193,292
3,293
745,293
426,293
320,293
137,293
233,293
755,293
989,293
826,293
111,293
413,293
287,293
469,293
265,293
486,294
964,294
131,294
607,294
846,294
345,294
530,294
504,294
187,294
711,294
318,294
486,294
346,294
399,294
877,294
152,294
104,295
648,295
887,295
812,295
778,295
115,295
194,295
909,295
731,295
700,296
153,296
910,296
683,296
350,296
396,297
538,297
118,297
726,297
898,297
641,297
662,297
745,297
71,298
934,298
997,298
566,298
12,298
79,298
858,298
678,298
295,298
702,298
842,298
309,298
644,298
877,299
116,299
516,299
214,299
634,299
777,299
781,299
678,300
312,300
74,301
225,301
118,301
324,301
320,301
526,301
143,301
422,301
943,301
846,301
621,301
697,301
855,301
302,301
424,301
752,301
660,301
129,301
718,301
249,301
932,302
204,302
908,302
383,302
468,302
962,302
448,302
70,302
358,302
549,302
572,303
198,303
431,303
495,303
991,303
169,303
749,303
766,303
362,303
255,303
557,303
18,303
910,303
868,303
114,303
13,303
551,303
773,303
377,304
626,304
270,304
661,304
598,304
74,304
178,304
467,304
441,304
82,304
208,304
198,304
378,305
215,305
372,305
847,305
523,305
275,305
18,305
619,305
640,305
414,305
214,305
862,305
993,305
481,305
931,305
942,305
903,305
13,305
750,305
788,306
130,306
836,306
748,306
214,306
681,306
960,306
718,306
293,306
197,306
317,307
210,307
494,307
650,307
714,307
374,307
225,307
869,307
729,307
977,307
575,308
256,308
916,308
66,308
39,308
856,308
815,308
21,308
751,308
884,308
745,308
581,308
884,308
337,308
176,308
854,308
926,308
707,308
200,309
934,309
642,309
244,309
585,309
9,310
194,310
431,310
529,310
183,310
156,310
849,310
461,310
491,310
449,310
780,310
970,310
925,310
516,310
183,311
