id,duration,call_date
159,161,2025-01-03 13:05:14
160,141,2025-01-04 12:46:52
161,102,2025-01-03 22:52:26
162,39,2025-01-06 08:04:15
163,167,2025-01-05 06:20:43
164,67,2025-01-06 04:09:23
165,137,2025-01-02 05:03:34
166,172,2025-01-01 03:56:17
167,120,2025-01-02 09:56:19
168,70,2025-01-02 07:55:58
169,166,2025-01-04 09:26:23
170,81,2025-01-06 09:22:54
171,154,2025-01-03 01:21:04
172,81,2025-01-02 19:12:42
173,122,2025-01-01 17:58:37
174,138,2025-01-05 13:47:32
175,163,2025-01-06 08:00:37
176,115,2025-01-03 05:57:38
177,22,2025-01-05 10:41:46
178,156,2025-01-02 21:51:22
179,179,2025-01-03 02:09:20
180,69,2025-01-04 21:16:13
181,119,2025-01-02 00:51:19
182,74,2025-01-06 06:09:36
183,97,2025-01-01 20:29:27
184,55,2025-01-03 20:27:40
185,19,2025-01-02 06:59:55
186,14,2025-01-06 00:19:04
187,67,2025-01-02 19:16:26
188,60,2025-01-01 22:35:10
189,178,2025-01-01 17:04:54
190,17,2025-01-05 19:18:37
191,122,2025-01-06 13:47:46
192,153,2025-01-03 12:52:45
193,75,2025-01-01 12:42:04
194,147,2025-01-02 22:06:58
195,1,2025-01-01 12:34:03
196,42,2025-01-01 05:59:53
197,48,2025-01-06 14:57:48
198,26,2025-01-02 04:00:22
199,134,2025-01-03 19:22:25
200,89,2025-01-06 13:37:43
201,41,2025-01-06 20:26:36
202,26,2025-01-01 11:25:51
203,80,2025-01-05 17:04:36
204,137,2025-01-05 18:14:29
205,89,2025-01-04 16:53:40
206,9,2025-01-03 08:56:40
207,134,2025-01-05 23:48:36
208,93,2025-01-02 08:23:32
209,55,2025-01-04 15:35:50
210,135,2025-01-05 18:27:28
211,105,2025-01-05 16:42:14
212,131,2025-01-01 23:05:38
213,2,2025-01-06 12:17:03
214,126,2025-01-05 20:11:51
215,135,2025-01-06 11:42:54
216,101,2025-01-06 03:02:34
217,143,2025-01-05 02:05:52
218,70,2025-01-06 00:45:37
219,168,2025-01-01 09:20:53
220,81,2025-01-05 17:38:08
221,160,2025-01-04 01:35:47
222,97,2025-01-04 18:58:28
223,116,2025-01-06 16:29:24
224,148,2025-01-03 20:13:28
225,2,2025-01-03 02:42:22
226,15,2025-01-06 04:25:08
227,14,2025-01-01 10:01:18
228,175,2025-01-01 17:00:02
229,77,2025-01-01 01:19:41
230,122,2025-01-04 05:18:13
231,30,2025-01-02 20:46:29
232,34,2025-01-06 06:39:25
233,124,2025-01-04 14:02:58
234,119,2025-01-04 02:48:31
235,6,2025-01-05 11:05:06
236,59,2025-01-04 15:43:42
237,33,2025-01-02 03:26:25
238,174,2025-01-02 22:51:19
239,62,2025-01-02 10:19:44
240,103,2025-01-06 11:04:31
241,78,2025-01-01 16:47:59
242,58,2025-01-03 20:02:43
243,6,2025-01-05 16:35:34
244,117,2025-01-06 15:57:38
245,174,2025-01-04 00:51:42
246,131,2025-01-06 21:27:27
247,96,2025-01-01 04:15:57
248,95,2025-01-05 05:26:27
249,39,2025-01-03 21:50:46
250,29,2025-01-04 10:42:16
251,91,2025-01-04 16:58:29
252,138,2025-01-01 14:20:03
253,179,2025-01-04 15:30:22
254,38,2025-01-04 21:57:33
255,65,2025-01-02 16:43:56
256,133,2025-01-01 01:18:16
257,133,2025-01-03 21:18:32
258,171,2025-01-02 13:49:32
259,83,2025-01-06 10:11:12
260,47,2025-01-05 04:26:36
261,19,2025-01-05 03:49:20
262,59,2025-01-03 15:07:17
263,151,2025-01-01 04:00:39
264,39,2025-01-06 14:21:32
265,106,2025-01-05 09:34:05
266,116,2025-01-03 01:48:40
267,151,2025-01-03 09:36:09
268,94,2025-01-01 12:33:34
269,65,2025-01-04 04:26:12
270,33,2025-01-04 02:26:16
271,107,2025-01-06 01:49:32
272,17,2025-01-06 21:43:49
273,48,2025-01-05 17:55:53
274,33,2025-01-06 05:36:19
275,108,2025-01-02 04:43:40
276,83,2025-01-05 16:04:29
277,3,2025-01-05 01:01:13
278,51,2025-01-06 21:10:45
279,164,2025-01-01 10:17:47
280,136,2025-01-01 05:36:18
281,78,2025-01-02 01:13:32
282,39,2025-01-04 17:08:42
283,159,2025-01-05 23:16:37
284,164,2025-01-03 11:05:50
285,69,2025-01-01 04:15:51
286,93,2025-01-05 16:07:39
287,15,2025-01-01 10:13:27
288,173,2025-01-05 19:12:49
289,22,2025-01-03 22:33:29
290,162,2025-01-05 23:34:12
291,62,2025-01-01 00:54:25
292,138,2025-01-04 10:26:36
293,58,2025-01-04 03:22:42
294,71,2025-01-05 14:37:20
295,176,2025-01-05 12:39:32
296,112,2025-01-04 15:57:41
297,71,2025-01-06 19:14:16
298,47,2025-01-01 05:30:04
299,169,2025-01-01 23:58:15
300,93,2025-01-03 04:47:16
301,165,2025-01-05 08:29:21
302,37,2025-01-01 02:45:50
303,69,2025-01-04 00:14:22
304,7,2025-01-02 08:04:31
305,148,2025-01-02 19:31:44
306,29,2025-01-03 22:30:25
307,153,2025-01-05 22:38:46
308,3,2025-01-05 02:01:41
309,19,2025-01-01 01:58:57
310,167,2025-01-03 00:55:44
311,163,2025-01-03 12:52:39
312,83,2025-01-01 10:45:54
313,94,2025-01-02 11:58:39
314,16,2025-01-05 20:34:54
315,105,2025-01-01 17:37:21
316,160,2025-01-03 14:46:36
317,47,2025-01-04 01:32:03
318,46,2025-01-05 00:27:34
319,25,2025-01-05 04:44:41
320,71,2025-01-04 02:27:36
321,121,2025-01-03 15:28:18
322,134,2025-01-02 12:33:42
323,21,2025-01-02 21:17:24
324,43,2025-01-04 22:44:34
325,11,2025-01-04 05:28:57
326,155,2025-01-03 03:25:20
327,164,2025-01-04 16:55:13
328,169,2025-01-03 02:49:46
329,118,2025-01-02 16:48:25
330,175,2025-01-06 21:11:39
331,151,2025-01-02 03:00:58
332,84,2025-01-03 08:24:45
333,59,2025-01-01 03:06:33
334,127,2025-01-02 16:59:44
335,151,2025-01-06 12:38:31
336,111,2025-01-01 18:23:38
337,70,2025-01-02 18:19:42
338,131,2025-01-02 15:12:12
339,143,2025-01-04 20:29:49
340,102,2025-01-04 01:07:59
341,39,2025-01-04 01:26:56
342,154,2025-01-02 01:25:26
343,146,2025-01-06 20:42:09
344,62,2025-01-05 21:12:26
345,138,2025-01-02 19:02:51
346,57,2025-01-01 19:17:01
347,120,2025-01-01 02:01:13
348,27,2025-01-03 07:49:51
349,88,2025-01-01 02:19:05
350,7,2025-01-06 02:54:54
351,61,2025-01-06 01:21:02
352,171,2025-01-03 14:12:58
353,170,2025-01-05 19:20:42
354,124,2025-01-06 20:09:29
355,59,2025-01-06 06:52:44
356,14,2025-01-03 05:08:00
357,104,2025-01-01 21:40:00
358,158,2025-01-05 05:50:33
359,163,2025-01-06 12:39:26
360,177,2025-01-06 20:47:19
361,32,2025-01-02 19:32:12
362,127,2025-01-01 12:10:18
363,45,2025-01-03 15:48:21
364,47,2025-01-05 02:52:29
365,22,2025-01-01 11:03:44
366,24,2025-01-04 11:21:55
367,90,2025-01-06 09:28:40
368,150,2025-01-05 04:53:38
369,86,2025-01-03 15:15:02
370,44,2025-01-02 15:57:53
371,151,2025-01-02 12:33:45
372,141,2025-01-03 14:24:58
373,41,2025-01-05 22:58:36
374,50,2025-01-04 04:07:26
375,148,2025-01-01 11:51:34
376,108,2025-01-06 11:14:33
377,123,2025-01-06 01:28:02
378,90,2025-01-05 15:55:49
379,72,2025-01-04 05:17:01
380,122,2025-01-01 09:06:59
381,124,2025-01-06 19:16:21
382,125,2025-01-06 13:45:19
383,11,2025-01-02 12:10:03
384,119,2025-01-04 16:14:11
385,162,2025-01-03 05:28:32
386,33,2025-01-03 22:14:58
387,88,2025-01-02 17:16:18
388,142,2025-01-01 05:42:07
389,91,2025-01-06 08:19:00
390,13,2025-01-03 04:15:54
391,20,2025-01-03 09:54:00
392,128,2025-01-01 16:27:07
393,130,2025-01-01 20:48:22
394,98,2025-01-04 05:11:10
395,120,2025-01-02 10:02:25
396,97,2025-01-02 07:32:18
397,177,2025-01-05 09:34:59
398,72,2025-01-02 17:29:14
399,38,2025-01-06 14:43:02
400,131,2025-01-01 12:22:53
401,115,2025-01-03 23:31:59
402,178,2025-01-01 05:14:34
403,121,2025-01-01 15:55:47
404,95,2025-01-03 04:07:39
405,138,2025-01-06 12:55:23
406,135,2025-01-03 11:55:05
407,152,2025-01-05 14:40:57
408,18,2025-01-05 23:10:36
409,22,2025-01-03 23:50:16
410,82,2025-01-02 17:31:15
411,4,2025-01-06 11:37:22
412,123,2025-01-01 23:58:17
413,169,2025-01-06 09:13:37
414,115,2025-01-04 15:30:09
415,114,2025-01-06 08:31:51
416,139,2025-01-02 23:00:49
417,121,2025-01-01 23:59:08
418,127,2025-01-06 07:04:29
419,163,2025-01-01 17:50:27
420,34,2025-01-04 22:39:06
421,56,2025-01-03 16:06:35
422,83,2025-01-01 01:42:26
423,177,2025-01-02 08:14:31
424,136,2025-01-06 02:38:10
425,88,2025-01-06 05:00:49
426,163,2025-01-02 20:37:16
427,15,2025-01-05 08:24:14
428,38,2025-01-03 15:09:11
429,180,2025-01-05 22:55:55
430,8,2025-01-06 09:20:01
431,32,2025-01-01 00:16:21
432,125,2025-01-05 17:54:42
433,57,2025-01-01 07:44:20
434,14,2025-01-02 20:15:01
435,81,2025-01-04 21:54:36
436,172,2025-01-03 17:33:45
437,173,2025-01-05 18:18:25
438,2,2025-01-05 00:48:07
439,90,2025-01-01 17:36:29
440,3,2025-01-02 10:03:54
441,121,2025-01-03 08:47:59
442,101,2025-01-06 13:42:13
443,148,2025-01-05 01:37:02
444,29,2025-01-03 08:26:16
445,117,2025-01-03 08:47:11
446,33,2025-01-03 08:08:53
447,172,2025-01-06 00:20:38
448,51,2025-01-04 00:03:55
449,12,2025-01-05 09:38:11
450,132,2025-01-01 10:28:08
451,122,2025-01-03 10:09:10
452,158,2025-01-04 01:26:00
453,180,2025-01-04 02:31:03
454,87,2025-01-01 16:22:28
455,172,2025-01-04 12:49:38
456,134,2025-01-01 18:13:16
457,73,2025-01-01 13:49:18
458,31,2025-01-05 23:09:23
459,99,2025-01-03 11:31:47
460,142,2025-01-06 18:34:35
461,67,2025-01-04 03:08:51
462,43,2025-01-06 16:53:29
463,174,2025-01-05 20:00:33
464,15,2025-01-04 03:06:13
465,29,2025-01-06 13:17:12
466,132,2025-01-04 22:16:31
467,80,2025-01-03 23:58:31
468,20,2025-01-01 14:47:44
469,83,2025-01-01 18:54:22
470,171,2025-01-05 01:20:40
471,63,2025-01-04 22:18:27
472,132,2025-01-03 23:41:30
473,119,2025-01-06 19:11:18
474,129,2025-01-04 11:40:55
475,175,2025-01-05 09:36:03
476,64,2025-01-04 19:29:24
477,28,2025-01-02 04:53:39
478,121,2025-01-02 01:29:09
479,69,2025-01-02 22:34:20
480,140,2025-01-04 02:10:15
481,140,2025-01-04 16:03:03
482,85,2025-01-01 06:25:44
483,172,2025-01-05 14:55:09
484,132,2025-01-04 01:24:07
485,90,2025-01-06 03:51:30
486,129,2025-01-04 09:26:22
487,24,2025-01-05 09:05:44
488,33,2025-01-04 13:19:44
489,34,2025-01-06 21:11:33
490,141,2025-01-04 19:18:17
491,40,2025-01-01 04:07:08
492,144,2025-01-01 17:56:34
493,89,2025-01-04 18:32:39
494,120,2025-01-04 01:14:48
495,53,2025-01-03 06:37:40
496,32,2025-01-04 18:24:49
497,76,2025-01-04 06:10:38
498,33,2025-01-02 19:06:18
499,79,2025-01-01 13:27:38
500,32,2025-01-02 05:16:29
501,37,2025-01-02 18:01:08
502,2,2025-01-03 14:59:51
503,136,2025-01-04 18:34:23
504,143,2025-01-04 11:15:49
505,113,2025-01-04 07:46:34
506,87,2025-01-04 19:24:02
507,47,2025-01-06 20:50:07
508,76,2025-01-05 04:00:10
509,141,2025-01-03 22:51:40
510,94,2025-01-03 00:11:06
511,54,2025-01-04 03:41:26
512,16,2025-01-05 21:53:28
513,128,2025-01-03 01:10:26
514,9,2025-01-03 12:13:11
515,146,2025-01-02 23:26:50
516,5,2025-01-03 03:25:18
517,176,2025-01-04 21:42:37
518,158,2025-01-06 12:40:40
519,40,2025-01-03 02:06:56
520,40,2025-01-04 10:33:12
521,132,2025-01-04 10:18:16
522,143,2025-01-04 11:11:51
523,103,2025-01-04 22:26:26
524,112,2025-01-05 10:17:31
525,145,2025-01-05 02:04:25
526,108,2025-01-02 18:24:50
527,54,2025-01-05 03:51:43
528,51,2025-01-02 04:09:05
529,110,2025-01-06 08:01:33
530,124,2025-01-03 02:07:21
531,164,2025-01-01 05:43:10
532,129,2025-01-04 19:32:52
533,160,2025-01-06 10:25:28
534,108,2025-01-05 07:31:29
535,90,2025-01-06 18:07:53
536,50,2025-01-06 01:01:04
537,17,2025-01-06 21:16:55
538,164,2025-01-03 21:15:12
539,173,2025-01-02 02:14:03
540,38,2025-01-02 03:13:05
541,123,2025-01-04 12:49:15
542,42,2025-01-01 15:32:44
543,156,2025-01-05 12:54:03
544,117,2025-01-02 05:16:39
545,57,2025-01-05 22:20:35
546,103,2025-01-03 02:23:23
547,91,2025-01-04 22:46:11
548,161,2025-01-02 18:09:55
549,102,2025-01-03 05:41:35
550,100,2025-01-03 18:45:30
551,137,2025-01-03 08:53:48
552,99,2025-01-03 14:35:11
553,6,2025-01-03 01:30:51
554,76,2025-01-05 02:39:24
555,170,2025-01-02 00:04:46
556,61,2025-01-05 01:49:10
557,28,2025-01-05 19:41:12
558,162,2025-01-06 02:22:18
559,94,2025-01-03 20:40:02
560,43,2025-01-06 13:41:02
561,170,2025-01-01 18:13:05
562,7,2025-01-06 10:45:36
563,91,2025-01-04 08:59:37
564,46,2025-01-02 11:29:40
565,140,2025-01-06 12:30:21
566,67,2025-01-06 10:51:19
567,19,2025-01-06 06:21:25
568,90,2025-01-06 09:55:54
569,15,2025-01-01 05:14:45
570,9,2025-01-04 13:08:29
571,178,2025-01-06 12:46:55
572,33,2025-01-04 18:37:15
573,131,2025-01-01 00:44:13
574,85,2025-01-02 04:32:26
575,154,2025-01-05 13:21:52
576,67,2025-01-01 07:23:19
577,161,2025-01-04 21:30:08
578,138,2025-01-01 15:37:48
579,52,2025-01-06 07:26:58
580,97,2025-01-05 17:57:47
581,38,2025-01-05 06:30:07
582,15,2025-01-01 00:13:12
583,110,2025-01-04 09:06:00
584,8,2025-01-05 15:40:24
585,150,2025-01-03 18:07:29
586,163,2025-01-04 02:45:11
587,29,2025-01-01 09:25:02
588,163,2025-01-04 22:34:43
589,80,2025-01-02 19:31:19
590,168,2025-01-04 13:14:50
591,81,2025-01-03 08:12:13
592,54,2025-01-01 18:22:32
593,74,2025-01-04 02:53:43
594,84,2025-01-06 15:58:02
595,116,2025-01-01 11:06:25
596,176,2025-01-01 03:38:57
597,109,2025-01-01 16:40:59
598,125,2025-01-05 19:02:17
599,107,2025-01-06 12:35:45
600,33,2025-01-03 06:57:22
601,13,2025-01-05 04:12:06
602,15,2025-01-01 03:44:43
603,141,2025-01-06 02:22:05
604,68,2025-01-04 11:01:59
605,171,2025-01-06 16:13:28
606,100,2025-01-01 04:47:11
607,139,2025-01-01 21:35:51
608,60,2025-01-03 13:09:35
609,169,2025-01-03 20:19:01
610,23,2025-01-03 22:10:42
611,126,2025-01-02 15:38:46
612,103,2025-01-06 14:19:31
613,12,2025-01-03 11:45:11
614,68,2025-01-01 03:03:14
615,35,2025-01-03 19:42:25
616,68,2025-01-04 17:44:18
617,169,2025-01-04 11:49:35
618,63,2025-01-05 19:36:19
619,61,2025-01-02 01:43:41
620,116,2025-01-02 19:35:52
621,152,2025-01-02 17:38:18
622,14,2025-01-04 06:30:07
623,27,2025-01-05 07:20:19
624,132,2025-01-06 10:08:26
625,48,2025-01-03 14:44:40
626,58,2025-01-01 08:14:29
627,131,2025-01-05 03:20:22
628,47,2025-01-03 04:14:55
629,11,2025-01-01 16:26:14
630,85,2025-01-03 04:10:11
631,120,2025-01-03 14:05:44
632,75,2025-01-04 17:21:15
633,34,2025-01-02 21:43:02
634,15,2025-01-02 01:05:30
635,34,2025-01-04 18:08:13
636,76,2025-01-03 04:39:57
637,32,2025-01-03 10:32:17
638,82,2025-01-03 01:57:42
639,146,2025-01-05 16:36:53
640,121,2025-01-04 06:23:21
641,123,2025-01-05 04:40:47
642,118,2025-01-01 12:51:26
643,27,2025-01-03 08:01:19
644,77,2025-01-06 01:36:58
645,119,2025-01-01 17:56:37
646,54,2025-01-05 13:00:42
647,72,2025-01-04 16:08:07
648,88,2025-01-03 15:37:12
649,58,2025-01-01 20:01:19
650,81,2025-01-01 03:02:22
651,53,2025-01-02 04:13:43
652,19,2025-01-03 08:49:55
653,101,2025-01-06 05:00:22
654,137,2025-01-06 10:58:47
655,14,2025-01-03 18:48:46
656,61,2025-01-05 00:16:45
657,180,2025-01-06 19:36:43
658,80,2025-01-05 09:10:33
659,28,2025-01-03 01:32:17
660,170,2025-01-02 04:55:04
661,174,2025-01-03 01:46:34
662,79,2025-01-03 19:43:29
663,79,2025-01-05 14:42:44
664,99,2025-01-01 16:10:31
665,118,2025-01-06 11:05:27
666,55,2025-01-02 19:00:12
667,151,2025-01-02 06:22:23
668,91,2025-01-03 01:34:16
669,142,2025-01-02 07:39:39
670,110,2025-01-05 23:18:31
671,161,2025-01-03 16:12:20
672,102,2025-01-05 01:21:32
673,47,2025-01-01 19:45:56
674,138,2025-01-02 03:13:56
675,138,2025-01-06 17:38:31
676,16,2025-01-05 05:11:26
677,6,2025-01-05 10:16:54
678,75,2025-01-05 10:39:53
679,136,2025-01-03 00:38:17
680,128,2025-01-06 11:02:29
681,129,2025-01-01 13:14:56
682,67,2025-01-04 23:08:13
683,48,2025-01-06 08:18:16
684,86,2025-01-02 21:09:04
685,102,2025-01-01 03:53:02
686,88,2025-01-02 23:44:42
687,133,2025-01-03 17:27:38
688,108,2025-01-01 21:27:48
689,80,2025-01-03 18:46:21
690,177,2025-01-05 18:02:30
691,22,2025-01-02 06:32:36
692,174,2025-01-04 14:48:01
693,76,2025-01-06 15:36:03
694,18,2025-01-01 18:23:14
695,122,2025-01-01 05:24:23
696,137,2025-01-05 22:53:46
697,172,2025-01-04 18:24:46
698,39,2025-01-05 14:28:29
699,89,2025-01-01 11:03:36
700,62,2025-01-06 08:55:07
701,12,2025-01-02 19:09:03
702,79,2025-01-05 12:11:43
703,36,2025-01-01 03:43:09
704,122,2025-01-05 00:19:00
705,168,2025-01-06 08:29:33
706,77,2025-01-02 11:21:59
707,97,2025-01-06 12:50:31
708,148,2025-01-04 04:00:24
709,82,2025-01-03 06:02:14
710,149,2025-01-03 12:32:47
711,74,2025-01-03 22:32:44
712,70,2025-01-01 01:10:26
713,57,2025-01-04 09:26:39
714,136,2025-01-02 00:24:17
715,94,2025-01-01 01:02:12
716,165,2025-01-06 04:04:16
717,176,2025-01-04 07:25:30
718,149,2025-01-05 16:37:02
719,44,2025-01-03 15:48:53
720,149,2025-01-01 03:32:07
721,107,2025-01-01 04:47:39
722,81,2025-01-02 05:06:42
723,82,2025-01-01 23:57:22
724,57,2025-01-01 00:27:57
725,89,2025-01-01 15:13:16
726,105,2025-01-02 10:16:02
727,63,2025-01-04 11:21:04
728,65,2025-01-04 20:47:12
729,53,2025-01-02 09:05:58
730,9,2025-01-04 08:47:53
731,74,2025-01-01 19:28:55
732,73,2025-01-01 08:06:50
733,153,2025-01-06 16:17:51
734,10,2025-01-02 09:01:30
735,44,2025-01-02 11:45:20
736,41,2025-01-04 22:58:06
737,180,2025-01-05 06:29:08
738,101,2025-01-02 18:29:07
739,58,2025-01-03 17:20:53
740,160,2025-01-03 09:22:06
741,115,2025-01-02 11:08:52
742,44,2025-01-02 14:06:44
743,92,2025-01-03 04:15:16
744,54,2025-01-05 14:10:55
745,82,2025-01-03 20:30:04
746,80,2025-01-03 02:11:43
747,102,2025-01-02 05:53:38
748,35,2025-01-04 04:50:25
749,20,2025-01-06 19:28:48
750,62,2025-01-06 12:14:38
751,139,2025-01-03 14:09:55
752,37,2025-01-03 10:18:02
753,48,2025-01-06 05:28:52
754,75,2025-01-01 17:29:24
755,10,2025-01-04 18:47:48
756,97,2025-01-01 07:50:27
757,77,2025-01-05 21:11:23
758,180,2025-01-02 00:34:37
759,130,2025-01-06 01:32:03
760,98,2025-01-03 03:35:42
761,113,2025-01-04 01:54:01
762,65,2025-01-02 21:32:20
763,79,2025-01-03 11:00:07
764,81,2025-01-05 13:32:37
765,62,2025-01-01 19:22:30
766,1,2025-01-03 17:10:21
767,135,2025-01-05 10:27:33
768,91,2025-01-01 11:13:52
769,131,2025-01-06 15:12:49
770,12,2025-01-03 15:33:42
771,135,2025-01-05 23:16:46
772,129,2025-01-06 17:10:13
773,27,2025-01-03 12:14:27
774,40,2025-01-06 10:08:41
775,111,2025-01-01 15:16:33
776,138,2025-01-02 03:03:51
777,27,2025-01-06 14:28:26
778,152,2025-01-02 07:46:34
779,153,2025-01-03 21:16:33
780,84,2025-01-01 17:40:13
781,109,2025-01-04 22:46:50
782,177,2025-01-01 20:01:10
783,44,2025-01-03 09:11:39
784,95,2025-01-02 14:55:04
785,173,2025-01-01 10:53:05
786,122,2025-01-01 06:17:00
787,66,2025-01-02 10:03:43
788,119,2025-01-04 07:07:04
789,2,2025-01-02 18:02:05
790,95,2025-01-01 08:50:19
791,30,2025-01-06 14:58:54
792,176,2025-01-05 07:09:52
793,108,2025-01-06 07:51:25
794,64,2025-01-03 18:51:08
795,139,2025-01-02 13:04:15
796,66,2025-01-04 18:33:15
797,129,2025-01-06 12:40:40
798,40,2025-01-01 08:44:30
799,54,2025-01-04 20:13:44
800,30,2025-01-01 02:45:15
801,176,2025-01-05 23:03:09
802,101,2025-01-01 12:54:06
803,112,2025-01-06 20:43:50
804,78,2025-01-01 16:59:02
805,15,2025-01-05 20:14:21
806,41,2025-01-04 16:50:00
807,151,2025-01-01 12:42:48
808,98,2025-01-01 14:29:07
809,43,2025-01-02 04:03:07
810,95,2025-01-06 04:54:14
811,142,2025-01-03 08:05:30
812,106,2025-01-05 09:14:19
813,119,2025-01-05 06:12:45
814,25,2025-01-01 00:16:35
815,141,2025-01-03 04:31:07
816,155,2025-01-01 07:43:04
817,116,2025-01-03 06:08:41
818,99,2025-01-03 14:49:11
819,179,2025-01-04 00:00:00
820,61,2025-01-03 19:30:40
821,33,2025-01-03 15:13:01
822,109,2025-01-01 16:21:12
