contact_id,group_id
9364,39
3599,39
4397,40
128,40
7835,40
8291,40
2492,40
3000,40
2103,40
704,40
8962,40
8772,40
5666,41
4562,41
3530,41
4656,41
3299,41
2172,42
141,42
1651,42
1577,42
7701,42
3538,42
9476,42
1378,42
4127,42
6851,42
194,43
460,43
6240,43
222,43
6539,43
5113,43
7358,43
7936,44
1352,44
2258,44
1849,44
2460,44
3482,44
1762,44
572,45
7090,45
9552,45
4254,45
1086,46
834,46
8727,46
2675,46
6630,46
6330,46
4788,46
4282,47
790,47
4603,48
4819,48
8819,48
7944,48
6390,48
6691,48
9629,48
6305,48
6235,48
4150,48
1129,49
5739,49
2122,49
9580,49
4314,49
2955,49
825,49
8319,49
8750,50
3483,50
3377,50
664,50
5034,50
3568,50
5304,50
8614,50
4595,50
3347,51
5322,51
1044,51
3900,51
8964,52
1815,52
7535,52
2985,52
5624,52
731,53
2066,53
4312,53
6411,53
4040,53
2355,53
8519,53
5200,54
2245,54
2298,54
166,54
2823,55
2280,55
3641,55
6229,55
8405,55
26,56
8035,56
8,57
1310,57
4800,57
3946,57
2918,57
6819,58
3221,58
7277,58
3940,58
4163,58
284,58
1246,58
4697,58
6193,58
4358,59
7229,59
7682,59
5346,59
343,60
5708,60
346,60
7062,60
1581,61
5632,61
4126,62
3581,62
9676,62
3655,62
5112,62
8580,62
8935,62
4608,62
6232,63
2121,63
576,63
799,63
7248,63
2213,64
700,64
8722,64
666,64
3617,64
2963,64
7086,65
6325,65
4120,65
1860,65
6056,65
4005,65
8864,65
5996,66
499,66
316,66
1438,66
8000,66
5005,66
4085,66
2516,66
2564,66
5934,66
9534,67
9044,67
7042,67
1420,67
4097,67
8641,68
291,68
9403,68
9389,68
5373,68
4447,69
4499,69
5642,69
2744,69
6955,69
688,69
1641,69
9352,69
4385,69
6177,69
2948,70
6599,70
4601,71
5553,71
962,71
6491,71
5494,71
3495,71
3803,71
1151,71
5637,72
7064,72
3056,72
8968,72
8016,73
3706,73
1346,73
6551,73
3803,73
3353,73
6683,73
302,74
5666,74
9171,74
8263,74
1845,74
7219,74
2248,74
1507,74
516,74
9574,74
4061,75
8537,75
5162,75
2324,75
6218,75
3083,75
9115,75
3417,75
3828,76
4247,76
2857,76
279,77
2123,77
2618,78
3567,78
965,79
8864,79
2795,79
6811,79
9029,79
5695,80
6153,80
5995,80
3812,80
1391,80
6677,80
4,80
4897,80
3899,80
7939,80
9886,81
3055,81
9996,81
5433,81
6081,81
8097,81
2441,81
7794,81
1122,81
5183,82
393,82
243,83
615,83
4044,83
5368,83
4676,83
58,84
8849,84
1495,84
7709,84
1941,84
7457,84
7677,84
5324,84
8751,84
3730,85
234,85
3878,85
163,85
5872,85
7192,85
1157,85
7608,86
7941,86
2239,86
563,86
9151,87
5075,87
456,87
3091,87
4752,87
7269,87
3487,87
1184,87
1115,87
8210,88
4182,88
2746,88
3336,88
6101,88
3196,89
8907,89
9472,89
9577,89
1371,89
4483,89
1974,89
4879,89
4573,89
6531,89
8714,90
2012,90
1498,91
3260,91
6361,91
4507,91
4050,92
6616,92
8858,93
8356,93
4036,93
2007,94
5456,94
2699,94
2130,94
4035,94
9850,94
2523,94
6422,94
5394,94
5298,94
4159,95
3235,95
5644,95
632,95
5444,95
8821,95
8016,95
4747,95
2989,95
8137,96
8923,96
66,96
8815,96
1261,96
6022,96
5069,96
4638,96
2634,97
8077,97
6433,98
9813,98
3424,98
3541,98
4825,98
4821,98
3973,98
802,98
6671,98
8183,98
9609,99
2854,99
2425,99
2927,99
8211,99
9105,99
4354,100
8298,100
2103,100
451,100
4159,100
2053,100
5006,100
415,101
482,101
3728,101
1474,101
1069,101
9904,101
7204,101
6751,101
1836,101
8991,101
3420,102
5660,102
3679,102
7380,102
5953,102
4442,102
6233,102
9637,102
6406,102
7653,103
3336,103
7213,103
4564,103
5887,103
2980,103
5702,103
9644,103
4285,103
2624,103
2961,104
5194,104
4113,104
394,104
947,104
2964,104
642,104
4154,104
5541,104
4655,105
8403,105
9474,105
1974,105
7004,106
6340,106
856,106
4893,106
7163,106
2192,106
5629,106
5204,106
792,107
8217,107
5063,107
425,107
7653,107
6727,107
1035,107
8728,107
9713,107
3974,107
8651,108
6435,108
1781,108
8658,108
5665,109
6311,109
7191,109
8744,109
275,109
5535,109
728,109
6943,110
4496,110
828,110
5403,110
1490,110
4320,110
866,110
4968,110
9708,110
4782,110
1112,111
1232,111
8839,111
9131,111
565,111
6776,111
6039,111
7928,112
7454,112
7791,112
6551,112
3318,112
6765,112
1697,113
6703,113
4977,113
5753,114
2969,114
9927,114
6851,114
3441,114
4786,114
7455,115
1497,115
1975,115
7496,115
5732,115
1527,115
995,115
3255,115
4511,115
9403,115
8223,116
1919,116
3476,116
6390,116
4218,116
8483,116
6427,117
9620,117
1991,117
4585,118
9858,118
2869,118
9155,118
3239,118
4610,119
8864,119
2557,119
8417,119
7240,119
5665,119
3574,120
7495,120
2968,120
6081,120
6073,120
4919,120
8373,120
4514,121
1444,121
4106,121
2803,121
3186,121
7750,121
4189,121
2644,122
5095,122
3377,123
7777,123
3595,123
697,124
6464,124
7607,124
2275,124
2118,124
1667,124
485,124
8135,124
7978,125
4043,125
9559,125
6155,125
8887,125
6455,125
9071,125
2989,125
1511,126
7107,126
6397,126
6489,126
9311,127
9999,127
4985,127
8866,128
390,128
2628,128
9927,128
7998,128
7126,129
8879,129
123,129
4059,129
1457,129
210,130
6080,130
2853,130
5150,130
5022,130
9526,130
3656,130
6803,131
950,131
7134,131
1626,131
4904,132
180,132
1327,132
8010,132
9456,132
985,132
5446,132
8239,132
7972,132
2386,132
7016,133
449,133
5699,133
1646,133
8958,133
9040,133
9375,133
2412,134
2360,134
4507,134
6530,134
9463,134
6737,134
9221,134
9480,134
1165,134
6809,135
7801,135
5979,135
2618,135
9076,136
7006,136
8975,136
3773,136
1588,136
8537,137
8900,137
1305,138
8073,138
3595,139
2183,139
5753,139
732,140
461,140
7189,140
4956,140
5929,140
8509,140
6863,141
6932,141
7321,141
9638,141
4340,141
331,141
2235,141
4980,142
6147,142
7232,142
237,143
9166,143
917,143
3427,144
4032,144
4960,144
9771,144
605,144
8162,144
6537,145
2533,145
4040,145
1132,145
6664,145
3484,145
5593,145
4505,145
1514,146
1461,146
8424,146
8072,146
9390,146
1472,146
2805,146
7304,146
6259,146
4223,147
4020,147
6526,147
515,148
4928,148
4592,148
735,148
2629,148
7966,148
3965,148
2295,148
4109,148
5276,148
4477,149
952,149
312,149
5529,149
2626,149
8717,149
3395,150
2385,150
2917,151
1346,151
9879,152
7333,152
2277,152
5266,152
1453,152
4250,152
9679,153
4307,153
7079,153
7860,154
8333,154
1077,154
9860,154
339,154
1422,154
1924,154
348,154
1083,154
9798,154
6613,155
4530,155
7219,155
5400,155
3324,155
5634,155
6108,155
2318,155
1933,156
1985,156
1311,156
1090,156
2430,156
2486,157
8987,157
9178,157
4253,157
3366,157
7235,157
312,157
2661,157
8940,157
538,157
1439,158
7606,158
4802,158
2288,158
6456,158
2939,158
4056,158
5216,158
2344,158
7430,159
1569,159
4000,160
3733,160
3951,160
2581,160
2309,160
7724,161
4064,161
8054,161
4168,161
3905,161
8268,162
4787,162
714,162
669,162
835,163
7410,163
8799,163
7437,163
3023,163
6544,163
4289,163
5455,163
9349,164
8290,164
5005,164
145,164
6238,164
6028,164
4647,165
8748,165
616,166
5812,166
868,166
155,167
4788,167
8797,167
3943,167
9535,167
4549,167
9255,167
8232,167
3798,167
3590,168
2531,168
4124,168
1348,168
2762,168
2199,168
59,168
8302,168
5409,169
3093,169
9584,169
782,169
3136,169
6210,169
561,169
5002,169
8369,169
5884,169
5530,170
1254,170
7278,170
5700,170
5730,170
9623,170
8435,170
484,170
6235,170
6524,170
2475,171
5806,171
9460,172
4479,172
7288,172
4950,172
4522,173
1850,173
8471,173
2249,173
9237,173
5479,174
736,174
6986,174
3492,174
6588,174
4806,174
8961,175
4456,175
5819,175
8088,175
1737,175
8911,175
5938,176
3418,176
6529,176
2603,176
2368,176
9345,176
7101,176
5969,177
8932,177
7692,177
8095,177
2328,177
5186,178
5212,178
8036,178
5488,179
69,179
5419,179
5882,179
197,179
9040,179
664,179
5919,179
2662,179
9830,180
1456,180
9945,181
8878,181
6440,181
3591,181
1650,181
5300,181
2274,181
3169,181
4242,181
9539,181
8246,182
9127,182
6886,182
5551,182
6972,182
3971,182
7035,182
1854,182
6562,183
3660,183
1298,183
8742,183
2396,183
4840,183
1249,183
6387,184
7011,184
2744,184
3902,184
9105,184
784,184
3980,184
3244,185
2850,185
5499,186
4590,186
5067,186
6764,186
2416,186
3649,186
3362,186
1413,187
9274,187
2537,187
2740,188
5417,188
3702,189
1666,189
3010,189
1007,189
7598,189
6547,189
7737,189
997,190
4374,190
4801,190
5137,190
3995,190
55,190
7833,190
6751,190
528,190
1894,190
4831,191
4736,191
1636,191
5960,191
8733,191
599,191
9210,191
842,192
6404,192
5878,192
2943,192
8497,192
3354,193
3236,193
8391,193
6838,193
9654,193
136,193
1928,194
6477,194
9180,194
7411,194
8606,194
3137,195
8960,195
4740,195
97,195
7349,195
9450,196
7494,196
7724,196
6372,196
4112,196
5610,196
6938,196
7645,196
3526,196
9979,197
8401,197
2084,197
5825,197
2646,197
512,197
7862,197
9208,197
6182,198
1251,198
5615,198
1940,198
6442,198
1622,198
7319,198
678,199
7591,199
7457,199
6373,199
7949,199
4949,199
6931,199
7245,200
8164,200
393,200
2270,200
4210,200
6745,200
9947,200
548,200
962,201
9527,201
4184,201
2554,201
9863,201
2758,202
4428,202
7797,202
2827,203
6345,203
738,203
8637,203
6013,203
1841,203
8082,204
8781,204
2659,204
1080,204
3745,204
6960,205
2104,205
694,205
1137,205
495,205
3319,205
4765,205
3336,205
4522,206
8377,206
3130,206
6111,206
6536,206
9540,206
7723,206
3664,206
2549,206
6123,206
2109,207
4602,207
6326,207
3444,208
3943,208
987,208
884,208
5815,208
624,208
1243,209
2409,209
5591,209
7463,209
4320,209
2762,209
4806,209
1965,210
3565,210
2013,210
2512,210
3689,210
9336,210
1255,211
821,211
9308,211
4257,211
7675,211
7232,211
8810,211
6899,211
8774,211
9652,212
5569,212
312,212
6131,212
6366,212
8531,213
191,213
2025,214
6861,214
1314,214
1189,214
4249,214
1099,214
5492,214
4380,214
3653,214
9636,215
5224,215
7799,215
4524,215
723,215
305,215
4151,216
8599,216
9256,216
231,216
7894,216
7007,216
6651,216
8043,216
8012,217
2255,217
9173,217
5325,217
1528,217
7829,217
7982,218
885,218
1857,218
2316,218
7269,218
6842,218
4945,218
7809,219
5072,219
1852,219
6405,220
476,220
2048,220
4294,220
6353,220
9495,221
5631,221
2228,221
4681,221
4611,221
2853,221
2328,221
3627,221
8901,222
6591,222
7055,222
6952,223
4116,223
8198,223
1152,223
1763,223
3228,223
6730,223
4724,224
3218,224
4634,224
7978,224
5026,225
2069,225
9226,225
3656,225
3508,225
3664,225
7745,225
1878,225
61,225
925,225
5973,226
8189,226
8680,226
7258,226
3876,226
3102,226
6770,226
5375,226
2459,226
5176,227
1071,227
5253,227
9558,227
8969,227
1704,227
111,228
5532,228
2461,228
2945,228
2360,228
6260,229
8745,229
503,230
9205,230
297,230
3131,230
9849,230
4354,230
9046,230
6869,230
3529,230
8440,230
5952,231
5501,231
6395,231
5436,231
9007,232
1745,232
7828,232
7726,232
580,232
7256,232
8332,232
9649,232
8798,233
4809,233
3126,233
2608,234
5155,234
2909,234
3389,234
7858,234
232,234
9463,235
3273,235
7927,235
1680,235
9560,235
7821,235
2866,235
5046,235
7276,235
7961,235
1919,236
6843,236
5168,236
8082,236
4835,237
7490,237
9928,237
4922,237
5975,237
4332,237
7928,237
3863,237
6231,237
8426,237
601,238
7275,238
3804,238
3659,238
6817,238
6666,238
1746,238
9915,238
5554,238
5692,238
9807,239
4245,239
4380,239
3558,239
9801,239
9672,239
8873,239
7610,239
1837,239
5751,240
4922,240
6521,241
3231,241
6500,241
1605,241
1842,241
5798,241
7179,241
8558,241
9406,242
2382,242
8645,242
7668,242
1388,242
7808,242
6592,242
5257,242
2884,242
281,243
5378,243
1300,243
7480,243
8442,243
9303,244
8600,244
3937,244
104,244
1600,245
953,245
295,245
9271,245
657,246
2073,246
2881,246
7630,246
3063,246
3282,246
3626,246
1859,246
8102,247
8530,247
4428,247
6684,247
1148,248
2990,248
7818,248
9736,249
6326,249
4373,249
646,249
942,250
1338,250
4010,250
418,250
7353,250
2016,251
168,251
1608,251
9817,252
4561,252
2696,252
5486,252
9502,252
4155,252
9026,252
3409,252
8168,252
5542,252
3141,253
626,253
1478,253
4705,253
720,253
7564,253
3134,253
7174,253
882,254
3022,254
4127,254
9208,254
7777,254
3011,254
3469,255
8827,255
7301,255
8070,255
9840,255
3767,255
3811,255
379,255
6666,255
7725,256
9566,256
9268,257
2297,257
3978,257
2526,257
6784,257
3253,257
748,258
761,258
9282,258
5632,258
6230,258
3495,258
1349,258
1834,259
9379,259
8412,259
4867,259
7186,259
2531,259
2309,259
8074,259
4848,259
7421,260
4312,260
4780,260
326,260
5889,260
3616,260
6958,261
5719,261
3088,261
2721,262
2620,262
5985,262
779,262
5115,262
8707,262
6959,262
9414,262
7186,263
6124,263
9613,263
6492,263
362,263
68,263
1330,264
7105,264
5161,264
7977,264
3908,264
4036,265
7935,265
4201,265
5819,265
5643,265
6027,265
4216,265
5028,265
2577,266
7733,266
2449,266
7974,266
1685,266
3396,266
7576,266
8708,267
4370,267
7194,267
4106,268
7855,268
7171,268
9741,268
142,268
362,268
3413,268
1250,268
7142,268
6327,269
5181,269
1968,269
3140,269
3239,269
8015,270
4878,270
5120,270
977,271
3526,271
2641,271
4124,271
9392,271
7971,271
4839,271
3973,271
6984,272
9061,272
4051,272
5716,272
6828,272
799,272
8010,272
3975,272
5966,273
3632,273
6882,273
6231,273
6395,274
9625,274
5254,274
2103,274
8187,274
2229,275
6494,275
6856,275
2694,276
1484,276
3189,276
1485,276
9392,276
8157,276
2492,276
4259,276
481,277
1502,277
4509,277
8607,277
1697,277
4888,277
6930,277
3318,277
9045,277
692,278
2973,278
3526,278
395,279
3252,279
7099,279
1278,279
7919,279
9735,279
4001,279
3337,279
8253,279
9443,279
6635,280
9762,280
6620,281
6182,281
3258,281
931,281
9217,281
873,281
6761,281
3755,281
9381,282
4622,282
4459,283
9836,283
9575,283
4395,283
6102,283
9602,283
2085,283
4296,283
7631,284
1622,284
3001,284
7529,284
6628,284
8653,284
5904,285
4442,285
6221,285
3091,285
3965,285
3168,285
3407,286
7651,286
4435,286
8444,286
2953,286
8015,286
9280,286
9258,286
1101,286
7792,286
4253,287
9139,287
3151,287
411,287
8170,287
2707,287
8389,287
7788,287
2028,288
9053,288
7071,289
9917,289
9003,289
3592,290
5363,290
4448,291
3756,291
8855,292
6684,292
2875,292
325,292
2012,292
7773,292
6862,292
3484,292
3731,292
7868,293
9989,293
563,294
3076,294
4376,294
6227,294
3799,294
6523,295
7066,295
1676,296
8001,296
75,296
7027,296
9917,296
2310,296
1013,296
5853,296
3381,296
62,297
2940,297
4636,298
3226,298
4865,298
5236,298
7235,298
6988,298
4597,299
7775,299
9613,299
7989,299
5725,299
9572,299
3584,299
677,300
3725,300
8633,300
7750,300
2925,300
1704,301
2955,301
8323,301
7877,301
8684,301
7003,301
4572,302
9454,302
5775,302
2091,302
6037,302
3399,302
2140,302
9905,302
6294,302
5912,302
8044,303
7911,303
6653,303
3568,303
277,303
2842,303
9357,303
8105,303
7979,303
2587,304
6616,304
4006,304
7796,304
9644,304
1122,305
6044,305
6258,305
4685,305
8892,306
4150,306
9562,306
9777,306
8705,306
4729,306
6270,307
5484,307
6142,307
2818,307
1589,307
6926,307
9245,307
408,308
5487,308
5396,308
2685,308
6059,308
3969,309
5611,309
6764,309
7431,309
4587,309
5817,309
4461,309
398,310
5064,310
1802,310
929,310
1196,310
1973,310
3195,310
5999,311
9728,311
6074,311
7635,311
7108,312
496,312
6167,312
1902,312
8570,313
8490,313
6322,313
8851,313
3080,313
9561,313
6178,313
9968,314
1710,314
7297,314
1344,314
609,314
1918,314
9100,315
9624,315
2151,315
2180,315
1504,315
7752,315
9690,315
9501,315
4801,315
7184,316
8286,316
2468,316
6019,316
1926,316
6187,316
7177,316
8379,316
9956,316
3445,316
5892,317
1570,317
5557,318
9673,318
6928,318
7510,318
3223,318
9697,318
8318,319
935,319
9874,319
7516,319
3743,319
1707,319
2170,319
363,319
7149,319
5963,320
6212,320
3132,320
6049,320
9315,320
5005,320
7141,321
2731,321
8724,321
5451,322
4357,322
7815,322
2068,322
396,322
7332,322
3868,323
1905,323
6561,323
7094,324
5816,324
8411,324
4606,324
2018,324
4278,324
9867,324
5172,324
4919,325
5046,325
7735,325
6195,325
3889,325
8604,326
9622,326
545,326
7037,326
7870,326
8721,326
9191,326
3507,326
6522,326
4341,326
8507,327
2871,327
7848,327
1622,327
6754,328
4001,328
3984,328
1097,328
9240,329
5550,329
3343,329
5687,330
3856,330
7542,330
2000,330
9914,330
2789,330
1499,330
1991,330
1781,330
7591,330
213,331
2939,331
1881,331
8821,331
3757,331
2020,331
9964,331
8534,332
1932,332
617,333
5807,333
6141,333
912,333
242,333
4812,334
4377,334
4330,335
8523,335
4462,335
4003,335
4199,335
720,336
4065,336
5168,336
9258,336
7593,336
9823,336
4374,336
1988,336
1844,337
7813,337
951,337
8168,337
2242,337
4804,338
178,338
2709,338
9985,338
1529,338
1292,338
1467,339
2713,339
2096,339
6125,339
867,339
637,339
1980,339
5358,340
8314,340
4405,341
2859,341
3328,341
8131,342
8514,342
5881,342
8140,342
3235,342
4931,342
1021,342
7964,342
5775,342
3425,343
7713,343
1622,344
6896,344
7127,345
7641,345
2390,345
4450,345
4086,346
778,346
2423,347
8165,347
9989,347
7483,347
4971,347
7501,347
4015,347
6258,347
3264,347
556,347
9715,348
5448,348
931,348
3835,348
3447,348
9868,348
816,348
7560,348
6596,348
4652,349
7743,349
7358,349
9801,349
2917,349
6762,349
4895,349
8499,349
5259,350
2521,350
9087,350
3932,350
791,350
6569,350
4138,350
6101,350
3110,351
2613,351
8327,351
1792,351
766,352
6396,352
3699,352
4463,352
1257,352
4792,352
7534,352
2458,353
7518,353
3866,353
7253,353
3587,354
6799,354
6927,354
4758,355
9271,355
1838,355
6272,356
9491,356
9531,357
9566,357
3352,357
9957,357
9181,358
3951,358
580,358
681,359
8615,359
7271,359
8594,359
5946,359
5776,359
6335,359
8825,359
8096,360
8160,360
6918,360
7706,360
3590,360
6044,360
3103,361
1403,361
8682,361
8475,361
2331,361
7573,361
1925,361
9806,362
294,362
5077,363
5934,363
1350,363
8871,363
6324,363
1884,363
2435,363
3982,364
5087,364
1867,364
5022,364
6272,364
8929,364
4194,364
6164,364
5623,365
7983,365
3131,365
7671,365
9516,366
7981,366
970,366
2872,366
7202,366
5786,366
7926,366
9359,367
7325,367
5224,367
3358,367
6747,367
1795,367
499,367
9093,367
2726,368
7001,368
8288,369
7560,369
5729,369
7690,369
7844,369
4836,370
7044,370
7978,370
2367,370
8440,371
8280,371
8487,371
5464,371
131,371
6856,371
6614,371
6402,371
2782,371
3319,372
2663,372
3957,372
3592,372
2642,372
5226,373
4167,373
9153,373
785,374
4607,374
3345,374
5407,374
2189,374
6141,375
6202,375
4007,375
6637,375
8889,375
4264,375
8563,375
1476,375
2840,375
6348,376
9726,376
9689,376
6430,376
9772,376
1081,376
2160,376
5069,376
8706,376
5595,376
8013,377
783,377
1929,377
5405,378
2697,378
1664,378
3735,379
9230,379
1774,379
6406,379
8070,379
130,379
3578,379
3204,379
1454,379
4934,379
4929,380
4928,380
8609,380
9035,380
5682,380
4258,380
6444,380
3013,380
2370,381
680,381
7276,381
410,381
4205,382
3142,382
7077,382
8745,382
4003,382
8559,382
1919,382
3104,382
6604,383
9182,383
4241,383
102,383
7795,383
2484,383
5439,383
4001,383
5145,383
5214,384
726,384
7041,384
7795,385
2769,385
2585,386
3888,386
7837,386
9347,387
2700,387
6009,388
4537,388
7874,389
1274,389
5978,389
3525,389
4732,390
9758,390
7723,390
7572,390
7304,390
742,390
4722,390
9705,390
2684,390
712,391
6551,391
7609,391
9560,391
5006,391
243,391
3610,391
4400,391
3394,392
4474,392
1476,392
5187,392
8117,392
8197,392
7298,392
7393,392
8895,392
2788,393
7364,393
2189,393
7991,393
9543,393
3217,393
2707,394
2960,394
6835,394
9389,394
5869,394
265,394
2513,394
6658,395
4819,395
3429,395
5194,395
4311,396
693,396
9081,396
8645,396
3112,396
6651,396
1038,397
8977,397
9151,398
8671,398
3877,398
7477,399
9403,399
947,399
5237,399
9384,399
8782,400
9554,400
3322,400
4474,400
1209,400
9678,400
6992,400
7580,400
1360,400
9666,401
3742,401
874,401
7694,401
9860,401
8762,402
1575,402
8038,402
9137,402
9161,402
2395,402
9197,402
2616,402
8153,402
9042,403
2541,403
9653,403
1544,404
1375,404
6587,404
8815,404
6460,404
3481,404
4793,405
459,405
5596,406
8791,406
7499,407
7909,407
4164,407
3667,407
1842,407
3947,407
8237,407
6164,408
7216,408
9275,408
8554,409
8919,409
6947,409
6258,409
2827,409
8092,409
3186,409
7437,409
2216,410
9607,410
4639,410
9571,410
5643,410
8881,410
8353,411
7389,411
9621,411
6914,411
9270,411
9739,411
4108,411
7808,411
417,412
9613,412
2564,412
3356,412
8657,412
8847,412
8928,412
8376,413
47,413
4047,413
8540,413
4931,413
1521,413
8282,413
8698,413
8247,413
1644,413
9230,414
6565,414
7253,414
288,414
2493,414
6323,414
8037,414
2994,414
5606,415
3831,415
9576,415
5086,415
3329,415
8133,415
2287,415
5451,415
8754,415
6731,416
1990,416
6755,416
5309,416
2456,416
383,416
7114,416
6962,416
733,417
7637,417
9970,417
5188,417
3861,417
4557,417
5633,418
9141,418
1249,418
2338,419
5440,419
6558,419
6638,419
7424,419
7933,420
1445,420
7585,420
8390,421
9723,421
539,421
3203,421
6962,421
8441,421
1063,421
6393,421
3323,421
9146,422
2401,422
2719,422
9138,422
3779,422
3843,422
1757,422
2307,423
7073,423
3529,423
625,423
2745,423
4301,423
8436,423
1289,423
9519,424
3494,424
1267,424
6594,424
5346,424
6737,424
696,425
5837,425
3769,425
7141,425
6773,426
5701,426
6129,426
743,426
3182,426
2298,426
9272,427
4042,427
5936,427
9084,427
2055,427
8653,427
5610,427
2159,427
86,427
8916,427
8059,428
591,428
6082,428
4377,428
8845,429
2582,429
7797,429
4590,429
7843,429
8941,429
7642,429
7039,429
5394,430
2110,430
285,430
9163,430
5690,430
1920,430
5743,430
9001,431
9457,431
7413,431
8433,431
5692,432
4897,432
5903,432
9791,432
4406,432
5520,432
1180,432
5796,433
1569,433
3513,433
5653,433
5509,433
9758,433
3022,433
2238,433
7907,433
4625,433
3197,434
3698,434
2824,434
9653,434
4147,434
3785,434
7849,434
7814,434
6530,434
1801,435
6801,435
2571,435
1004,435
9447,435
8219,435
2138,435
4083,436
2233,436
9237,436
4235,436
151,436
1052,436
3640,436
3549,436
3871,437
5437,437
1012,437
8969,438
8439,438
1434,438
2764,438
4501,439
2960,439
9023,439
9523,439
1376,439
9549,439
7838,439
452,439
7406,439
2737,440
5716,440
6483,440
6093,441
370,441
4644,441
1436,441
3755,442
6445,442
145,442
8353,442
8662,442
8215,442
6279,442
903,442
5152,442
9704,443
1316,443
5672,443
4113,443
2831,443
4473,444
4789,444
416,444
9057,444
3104,444
7069,444
5949,444
9270,445
704,445
7610,445
7583,445
6687,445
2106,445
887,446
23,446
8865,446
6998,446
9642,446
3296,446
211,446
3705,447
9669,447
1318,447
883,447
8678,447
3141,447
9632,448
6794,448
642,448
2888,448
1892,448
3121,448
8047,448
117,448
8248,449
6080,449
6089,449
1407,449
4109,449
7095,449
213,449
2084,449
1562,449
4686,450
4218,450
4864,450
2698,450
1638,450
3924,451
8214,451
38,451
5190,451
673,451
6932,451
6426,451
6657,451
6824,452
4871,452
1921,452
5215,452
3289,452
784,452
6859,452
6210,452
625,453
2807,453
7985,453
3977,453
7859,453
548,453
8712,453
9337,453
7568,453
271,453
1106,454
5940,454
1605,454
849,454
6318,454
1517,454
4747,454
2831,454
1269,455
2602,455
7215,455
4896,455
4970,455
8199,455
7817,456
9633,456
8603,457
9824,457
9124,457
6232,457
5034,458
6158,458
5050,458
3407,458
4896,458
3697,458
5512,458
6702,458
7784,459
6546,459
1235,459
344,459
4626,460
5462,460
8743,460
4521,461
4080,461
1265,461
7764,461
6434,461
3716,461
426,461
9010,462
4504,462
9699,462
6607,462
3410,462
5017,462
5301,463
1827,463
859,463
1806,463
1146,463
8260,463
5312,464
4053,464
5888,464
3795,464
9161,464
4235,464
915,465
4367,465
7133,465
2588,465
1259,465
8604,465
6965,465
932,465
3296,465
234,466
3603,466
4882,466
1000,466
5064,466
2262,466
9369,466
6320,466
7171,466
688,466
8325,467
467,467
5695,467
7664,467
7683,467
1624,468
7479,468
6538,468
9854,468
7562,468
6105,468
5371,468
2784,468
5411,469
8614,469
3843,469
4200,469
6653,469
2654,469
1848,469
8674,469
7024,469
3000,469
7176,470
3562,470
6249,470
3134,470
7374,470
1000,470
166,470
4833,470
8563,470
7808,471
1025,471
8916,471
7693,471
2448,471
9541,471
5479,471
5370,471
2635,471
2754,471
5790,472
2722,472
9950,472
6946,472
7467,472
6033,473
6950,473
7930,473
2036,473
4466,473
5768,473
7795,473
6974,473
9709,473
9336,474
8288,474
4723,474
6028,475
4880,475
6215,475
4281,475
5593,475
930,475
3236,475
6502,476
5164,476
1489,476
363,476
7160,476
3943,476
1417,476
9708,476
2344,476
1977,476
6875,477
8129,477
9218,477
641,478
7416,478
6285,478
1773,478
658,478
1018,478
3986,478
2052,478
8443,479
9463,479
9620,479
2330,480
2578,480
5004,480
8031,480
3499,480
201,481
